transaction_id,date,account_key,department_key,vendor_key,product_key,customer_key,amount,approval_status,procurement_method,approver_id,approval_date,purchase_order_number,contract_reference
65,2024-10-29,2,40,61,17,232,1006.86,Approved,Ausschreibung,309,2024-10-31,PO-211175,VTR-2022-4446
66,2024-11-04,1,24,73,14,630,1542.35,Approved,Ausschreibung,80,2024-11-08,PO-241683,VTR-2021-3099
67,2022-05-21,3,23,74,7,851,269.28,Approved,Ausschreibung,102,2022-05-28,,VTR-2023-6186
68,2023-05-05,1,36,42,23,701,2702.69,Pending,Vertrag,,,PO-870520,VTR-2023-5412
69,2023-09-17,1,10,21,16,79,3209.19,Approved,Ausschreibung,303,2023-09-18,PO-160710,
70,2022-06-13,1,19,39,15,166,1301.61,Approved,Ausschreibung,457,2022-06-15,PO-988159,VTR-2025-8402
71,2022-10-06,1,15,97,11,630,1746.75,Pending,Ausschreibung,,,,VTR-2021-3971
72,2023-12-26,3,33,14,5,808,1790.69,Pending,Direktvergabe,,,PO-746446,VTR-2022-4995
73,2024-09-25,2,40,67,13,555,192.39,Approved,Direktvergabe,394,2024-10-02,PO-494464,VTR-2023-6522
74,2023-04-01,2,26,56,7,838,271.74,Approved,Vertrag,489,2023-04-04,,VTR-2023-3905
75,2025-02-28,2,25,87,17,475,1907.12,Approved,Direktvergabe,364,2025-03-07,,
76,2023-05-02,1,26,33,7,519,1354.57,Pending,Ausschreibung,,,,VTR-2024-6751
77,2024-02-21,1,23,40,23,712,1424.37,Pending,Vertrag,,,PO-469124,VTR-2023-4662
78,2023-03-04,2,22,60,17,997,603.24,Approved,Ausschreibung,134,2023-03-07,PO-292884,
79,2024-01-14,3,26,47,22,675,1458.78,Approved,Ausschreibung,148,2024-01-15,PO-801515,VTR-2021-2240
80,2022-07-21,2,15,55,17,922,1577.43,Approved,Direktvergabe,459,2022-07-28,,
81,2022-08-22,1,39,74,22,861,192.84,Approved,Direktvergabe,214,2022-08-27,PO-573172,
82,2024-05-24,2,28,5,20,853,1415.95,Approved,Vertrag,201,2024-05-31,PO-349847,VTR-2021-9612
83,2023-04-25,3,19,37,15,962,47.15,Approved,Direktvergabe,299,2023-04-28,PO-729088,VTR-2024-6538
84,2025-01-28,2,15,12,6,512,1191.72,Approved,Direktvergabe,194,2025-01-30,PO-734658,VTR-2025-7056
85,2024-11-01,1,13,89,5,23,2743.3,Approved,Direktvergabe,370,2024-11-02,PO-643091,VTR-2020-2041
86,2023-01-17,2,36,59,27,590,664.53,Approved,Vertrag,234,2023-01-22,,
87,2022-02-27,2,11,99,16,92,47.92,Approved,Ausschreibung,297,2022-03-05,PO-295596,
88,2022-10-04,1,15,8,3,595,848.21,Approved,Vertrag,387,2022-10-10,PO-930930,VTR-2025-4383
89,2024-12-31,1,36,18,8,653,3582.97,Rejected,Direktvergabe,451,2025-01-06,PO-661246,
90,2024-10-08,1,30,56,5,160,4497.44,Approved,Vertrag,308,2024-10-14,PO-550077,VTR-2020-9971
91,2024-11-05,1,10,28,27,403,2458.88,Pending,Direktvergabe,,,PO-100624,VTR-2023-2623
92,2023-02-17,3,26,13,2,521,1362.09,Approved,Ausschreibung,78,2023-02-20,PO-935159,VTR-2024-8606
93,2025-05-26,1,22,95,12,742,1431.83,Approved,Vertrag,80,2025-05-28,PO-971562,VTR-2020-5044
94,2024-08-06,1,25,19,4,191,1018.52,Rejected,Direktvergabe,460,2024-08-09,PO-576742,VTR-2022-1489
95,2023-03-03,1,12,79,22,986,1665.32,Approved,Ausschreibung,281,2023-03-05,PO-596263,VTR-2025-3485
96,2022-03-23,1,13,42,20,519,698.9,Approved,Ausschreibung,109,2022-03-26,,VTR-2020-3054
97,2024-07-10,1,12,94,12,968,2172.2,Approved,Ausschreibung,261,2024-07-15,PO-880233,
98,2022-09-23,3,38,52,15,223,1920.73,Approved,Ausschreibung,149,2022-09-28,PO-813353,VTR-2025-1629
99,2025-04-10,1,37,53,1,903,4573.08,Approved,Vertrag,493,2025-04-16,PO-501940,VTR-2021-6366
100,2025-05-20,1,10,76,22,344,211.85,Approved,Ausschreibung,497,2025-05-24,PO-704999,VTR-2024-1589
101,2024-09-21,2,17,80,7,711,786.8,Pending,Direktvergabe,,,,VTR-2025-5907
102,2025-03-26,1,29,65,11,148,2260.06,Approved,Ausschreibung,26,2025-03-29,,VTR-2020-8282
103,2022-11-23,1,31,3,12,284,3186.87,Approved,Ausschreibung,165,2022-11-29,PO-977281,
104,2023-12-02,1,19,9,5,362,801.12,Approved,Vertrag,296,2023-12-08,PO-752562,VTR-2022-8025
105,2023-09-06,1,31,52,24,573,981.05,Approved,Direktvergabe,245,2023-09-12,PO-197251,
106,2022-08-19,2,33,14,18,170,1617.58,Approved,Ausschreibung,98,2022-08-22,,
107,2025-03-07,1,37,88,26,586,3784.8,Approved,Ausschreibung,92,2025-03-12,,VTR-2023-4302
108,2022-10-19,1,11,11,11,741,3699.08,Pending,Ausschreibung,,,PO-391253,
109,2022-01-02,2,22,14,1,903,935.28,Approved,Direktvergabe,223,2022-01-07,PO-932265,
110,2023-08-22,2,33,81,12,798,1478.24,Approved,Vertrag,294,2023-08-28,,
111,2022-11-04,1,33,75,7,106,1168.6,Approved,Ausschreibung,219,2022-11-08,PO-837265,VTR-2023-3183
112,2022-10-25,2,26,5,15,126,1887.37,Approved,Direktvergabe,259,2022-10-27,PO-286627,VTR-2023-8737
113,2022-11-19,2,11,19,23,567,1928.45,Rejected,Ausschreibung,348,2022-11-21,,VTR-2024-3173
114,2023-04-06,3,34,47,3,734,1123.81,Approved,Direktvergabe,162,2023-04-07,PO-864858,VTR-2023-6633
115,2023-04-28,3,40,88,18,916,440.75,Approved,Ausschreibung,253,2023-05-05,PO-908122,VTR-2022-6825
116,2024-07-31,1,28,24,25,701,2736.57,Approved,Direktvergabe,328,2024-08-05,PO-673119,
117,2022-04-17,2,19,95,6,219,895.73,Approved,Vertrag,300,2022-04-20,PO-567971,VTR-2021-6776
118,2024-05-26,3,34,74,24,976,941.91,Pending,Vertrag,,,PO-388785,
119,2023-01-09,3,12,3,24,334,166.67,Approved,Ausschreibung,498,2023-01-14,,VTR-2025-1295
120,2024-11-24,1,24,50,11,625,147.69,Approved,Ausschreibung,463,2024-11-26,,
121,2022-07-09,1,31,82,18,602,3238.42,Approved,Direktvergabe,416,2022-07-15,PO-845931,VTR-2022-3441
122,2022-04-29,3,29,28,5,998,893.05,Pending,Ausschreibung,,,,VTR-2023-9189
123,2022-11-29,2,24,67,7,590,445.49,Rejected,Ausschreibung,351,2022-11-30,PO-578009,VTR-2023-9351
124,2024-09-24,1,31,86,14,954,3984.76,Approved,Ausschreibung,234,2024-09-30,PO-132548,VTR-2023-6187
125,2023-08-08,2,34,73,25,209,1482.12,Approved,Direktvergabe,171,2023-08-12,PO-822585,VTR-2025-6264
126,2023-10-22,2,26,79,4,25,765.85,Approved,Ausschreibung,382,2023-10-28,PO-127592,
127,2024-01-23,3,23,33,27,599,804.56,Approved,Direktvergabe,204,2024-01-27,PO-548717,VTR-2020-5159
128,2023-02-09,2,15,75,7,872,860.74,Approved,Direktvergabe,470,2023-02-16,PO-862519,VTR-2021-6701
129,2022-03-23,2,30,21,22,238,1852.6,Approved,Ausschreibung,148,2022-03-24,PO-850194,VTR-2021-5168
130,2025-01-21,2,14,19,16,707,640.02,Approved,Vertrag,262,2025-01-22,,VTR-2022-4714
131,2022-01-11,1,37,75,9,609,3297.36,Rejected,Ausschreibung,160,2022-01-17,PO-500618,
132,2022-01-18,2,22,41,13,364,539.67,Approved,Direktvergabe,148,2022-01-19,PO-688449,
133,2023-02-16,3,40,3,11,76,580.93,Approved,Direktvergabe,438,2023-02-20,PO-282201,VTR-2024-1655
134,2022-11-08,1,23,25,8,545,2459.81,Rejected,Ausschreibung,319,2022-11-12,PO-470116,
135,2023-09-25,2,27,87,17,871,1541.81,Approved,Vertrag,15,2023-10-02,PO-438221,
136,2023-07-10,1,40,47,19,826,685.24,Approved,Ausschreibung,25,2023-07-14,,
137,2022-05-01,2,38,89,20,724,1437.28,Approved,Ausschreibung,346,2022-05-03,PO-256495,
138,2022-09-05,3,28,42,26,810,1098.66,Approved,Vertrag,436,2022-09-07,PO-902596,VTR-2023-2710
139,2024-06-10,1,23,26,26,566,2768.59,Approved,Direktvergabe,393,2024-06-14,,
140,2024-10-23,1,14,12,17,646,1587.27,Approved,Vertrag,461,2024-10-25,,
141,2023-10-03,1,15,76,9,627,4137.46,Approved,Direktvergabe,397,2023-10-06,PO-288204,
142,2022-03-18,3,21,43,3,418,63.45,Approved,Ausschreibung,464,2022-03-21,PO-898732,VTR-2020-7244
143,2024-07-11,2,29,73,6,965,866.12,Approved,Direktvergabe,160,2024-07-14,PO-314954,
144,2023-11-15,2,19,11,27,55,416.27,Pending,Direktvergabe,,,PO-127029,
145,2025-05-16,3,31,32,19,158,1761.08,Approved,Ausschreibung,435,2025-05-18,PO-213719,VTR-2020-4733
146,2022-04-20,2,22,27,16,502,60.78,Approved,Direktvergabe,241,2022-04-26,PO-972312,VTR-2020-3012
147,2022-09-21,1,36,96,13,512,4360.23,Approved,Vertrag,290,2022-09-26,PO-764821,
148,2022-04-18,1,17,9,19,392,1235.3,Approved,Vertrag,428,2022-04-20,PO-557918,
149,2022-04-28,1,21,16,14,428,1427.56,Approved,Direktvergabe,345,2022-05-04,PO-646995,
150,2022-03-24,3,13,20,14,760,456.72,Approved,Direktvergabe,88,2022-03-29,,VTR-2021-7588
151,2022-10-19,3,26,68,6,838,1159.74,Approved,Direktvergabe,410,2022-10-22,,VTR-2024-4646
152,2023-09-07,1,38,28,3,406,4288.12,Approved,Vertrag,160,2023-09-08,PO-963562,VTR-2021-8491
153,2023-06-11,2,15,55,7,894,137.54,Approved,Vertrag,279,2023-06-13,,
154,2024-03-16,3,22,29,7,642,1971.47,Pending,Vertrag,,,PO-146604,VTR-2020-3817
155,2025-04-21,2,34,26,4,313,1123.17,Approved,Ausschreibung,242,2025-04-23,PO-156355,VTR-2024-3635
156,2022-01-19,2,29,36,12,113,289.4,Approved,Vertrag,320,2022-01-25,,
157,2024-10-15,1,11,44,21,198,1805.32,Approved,Ausschreibung,205,2024-10-21,PO-511184,
158,2022-04-10,3,21,34,17,384,1404.73,Approved,Ausschreibung,449,2022-04-17,PO-594965,VTR-2020-7256
159,2023-08-05,3,30,95,14,329,116.92,Approved,Ausschreibung,171,2023-08-06,PO-638613,
160,2022-02-27,1,34,34,2,776,3769.73,Approved,Direktvergabe,391,2022-02-28,PO-612750,VTR-2023-3221
161,2024-05-06,1,38,10,5,143,4151.83,Approved,Direktvergabe,249,2024-05-07,PO-664756,
162,2024-03-15,2,22,65,15,132,648.78,Approved,Direktvergabe,372,2024-03-17,,VTR-2024-2437
163,2023-02-13,2,25,23,22,551,113.52,Approved,Vertrag,189,2023-02-15,PO-949550,VTR-2021-7071
164,2023-01-20,2,16,53,14,537,1184.66,Approved,Direktvergabe,279,2023-01-27,,VTR-2025-1493
165,2023-02-26,2,11,3,27,767,100.04,Approved,Vertrag,175,2023-03-04,PO-506255,VTR-2020-5451
166,2023-08-03,3,26,1,19,811,1401.4,Approved,Vertrag,302,2023-08-07,PO-386334,VTR-2020-2620
167,2022-03-09,1,33,8,26,368,3411.08,Approved,Ausschreibung,15,2022-03-10,,
168,2024-03-30,2,12,7,27,992,1425.74,Approved,Vertrag,356,2024-04-05,PO-190397,VTR-2020-9767
169,2024-04-11,1,19,51,10,801,1126.58,Approved,Ausschreibung,364,2024-04-18,,VTR-2025-3373
170,2022-01-03,2,20,37,12,250,613.84,Rejected,Vertrag,199,2022-01-05,,
171,2025-01-07,1,10,10,13,233,1965.98,Approved,Vertrag,325,2025-01-11,PO-416590,VTR-2024-3633
172,2024-11-14,2,26,4,10,688,446.38,Approved,Vertrag,387,2024-11-18,PO-578117,VTR-2020-7190
173,2024-04-17,3,26,68,23,376,541.93,Approved,Direktvergabe,452,2024-04-24,PO-497902,
174,2022-11-08,2,16,44,23,115,371.56,Approved,Direktvergabe,266,2022-11-14,,VTR-2024-7783
175,2024-10-28,1,33,11,13,337,3794.11,Approved,Direktvergabe,248,2024-11-01,PO-944369,VTR-2022-5977
176,2022-04-03,2,20,37,6,387,449.36,Approved,Direktvergabe,89,2022-04-05,,
177,2025-04-17,1,34,73,17,176,234.5,Approved,Vertrag,7,2025-04-24,,VTR-2025-1760
178,2022-08-17,2,16,12,26,937,423.5,Approved,Ausschreibung,65,2022-08-18,,VTR-2020-5436
179,2024-08-06,3,20,61,3,940,676.53,Approved,Direktvergabe,80,2024-08-09,,
180,2022-01-16,1,38,14,10,719,2551.25,Approved,Vertrag,104,2022-01-19,,VTR-2024-2895
181,2022-02-12,1,23,42,15,878,4758.74,Approved,Direktvergabe,92,2022-02-13,,
182,2022-08-24,2,28,56,15,573,1668.14,Approved,Vertrag,102,2022-08-31,PO-613742,
183,2022-03-11,3,19,25,7,297,1160.45,Approved,Ausschreibung,193,2022-03-17,,VTR-2025-7725
184,2025-05-08,2,31,28,11,579,530.28,Rejected,Direktvergabe,199,2025-05-11,PO-296097,
185,2023-07-05,2,40,14,11,281,298.88,Approved,Ausschreibung,465,2023-07-12,PO-960173,VTR-2023-9321
186,2023-03-04,2,22,12,13,242,1080.08,Approved,Ausschreibung,75,2023-03-10,PO-969691,VTR-2022-8495
187,2024-04-05,2,38,74,6,647,666.11,Rejected,Vertrag,446,2024-04-06,,VTR-2022-1038
188,2025-04-17,3,10,33,9,58,95.62,Approved,Ausschreibung,67,2025-04-20,PO-389080,VTR-2020-8695
189,2025-03-07,2,15,31,1,884,862.86,Approved,Vertrag,390,2025-03-13,PO-642745,VTR-2023-3741
190,2022-01-25,2,37,55,19,226,333.68,Approved,Direktvergabe,78,2022-01-28,PO-158104,VTR-2020-9462
191,2023-02-21,3,20,31,22,248,1901.75,Approved,Direktvergabe,22,2023-02-24,PO-865766,
192,2024-11-26,2,11,84,21,703,1670.32,Approved,Direktvergabe,132,2024-11-29,PO-119409,VTR-2025-2347
193,2022-08-03,1,32,14,19,222,2586.15,Approved,Direktvergabe,359,2022-08-05,PO-474960,VTR-2023-4254
194,2024-08-03,2,21,64,6,686,613.87,Approved,Direktvergabe,427,2024-08-08,,VTR-2025-3708
195,2022-05-03,2,36,30,15,684,744.58,Approved,Direktvergabe,290,2022-05-10,PO-998508,
196,2024-10-02,2,15,54,14,138,1261.57,Pending,Vertrag,,,PO-200538,
197,2022-02-04,2,10,63,1,672,381.08,Approved,Ausschreibung,262,2022-02-11,,VTR-2022-6467
198,2023-06-06,1,26,1,4,799,945.44,Pending,Vertrag,,,PO-310503,
199,2022-02-16,3,33,5,13,730,454.51,Approved,Ausschreibung,42,2022-02-18,,
200,2023-02-06,1,17,64,12,396,2023.69,Approved,Ausschreibung,336,2023-02-13,PO-398796,VTR-2022-7914
201,2022-11-23,1,11,93,4,658,1117.86,Approved,Direktvergabe,17,2022-11-30,,VTR-2023-1067
202,2024-07-31,2,36,78,10,368,623.14,Approved,Direktvergabe,140,2024-08-01,,VTR-2023-5219
203,2023-12-24,2,36,53,24,448,832.44,Approved,Ausschreibung,332,2023-12-27,PO-820186,VTR-2020-6190
204,2022-01-25,1,11,15,5,488,1438.65,Approved,Direktvergabe,500,2022-01-27,PO-413621,
205,2025-06-08,1,38,83,13,871,1224.06,Approved,Direktvergabe,245,2025-06-12,,
206,2023-05-28,2,25,6,4,943,896.04,Approved,Vertrag,497,2023-06-02,PO-890148,VTR-2025-6238
207,2025-02-13,2,11,53,6,685,233.73,Approved,Vertrag,132,2025-02-15,,
208,2022-09-20,2,13,96,10,452,1432.87,Pending,Ausschreibung,,,PO-296902,
209,2024-08-02,1,10,12,18,586,2526.82,Approved,Vertrag,155,2024-08-03,,VTR-2023-4524
210,2022-06-29,1,24,27,14,587,999.09,Approved,Direktvergabe,261,2022-07-05,PO-877506,
211,2022-06-23,1,26,57,18,523,1979.76,Approved,Ausschreibung,459,2022-06-27,,
212,2022-06-24,2,17,32,7,916,1882.8,Approved,Direktvergabe,75,2022-07-01,PO-325920,VTR-2022-2338
213,2022-02-17,1,20,7,11,105,2891.67,Approved,Direktvergabe,446,2022-02-24,PO-789248,VTR-2020-4668
214,2025-06-18,3,19,84,13,925,293.08,Approved,Vertrag,245,2025-06-19,PO-488954,
215,2022-10-24,2,15,57,25,625,1982.47,Approved,Ausschreibung,30,2022-10-30,PO-814703,
216,2025-06-01,1,28,74,27,565,102.93,Approved,Direktvergabe,42,2025-06-04,,VTR-2021-9198
217,2022-06-16,1,17,46,14,80,1829.09,Approved,Ausschreibung,156,2022-06-17,,VTR-2021-6772
218,2024-04-28,1,21,76,20,125,2567.32,Approved,Direktvergabe,138,2024-05-01,PO-205726,VTR-2020-1242
219,2022-03-02,1,24,29,16,970,2568.2,Approved,Ausschreibung,213,2022-03-06,PO-961806,VTR-2023-2615
220,2023-04-28,1,36,89,21,494,4229.19,Pending,Direktvergabe,,,PO-601761,
221,2024-04-15,1,39,97,10,274,2782.63,Approved,Direktvergabe,12,2024-04-18,PO-401980,VTR-2024-8783
222,2022-05-02,2,14,24,7,343,826.4,Approved,Vertrag,230,2022-05-08,PO-599496,VTR-2023-2531
223,2024-04-26,1,16,37,26,637,1473.87,Rejected,Ausschreibung,374,2024-05-01,PO-318612,VTR-2020-1387
224,2024-02-23,1,24,19,18,624,4864.47,Approved,Direktvergabe,344,2024-02-27,PO-365021,VTR-2022-7913
225,2022-03-01,2,32,29,14,272,482.34,Approved,Direktvergabe,88,2022-03-02,PO-226988,VTR-2020-8476
226,2022-04-07,3,27,21,14,528,627.33,Approved,Direktvergabe,83,2022-04-10,,
227,2024-08-25,2,22,93,18,794,1515.33,Approved,Ausschreibung,46,2024-08-27,PO-151084,VTR-2021-9422
228,2022-11-23,2,10,8,10,595,905.4,Approved,Vertrag,155,2022-11-29,PO-174396,VTR-2021-2374
229,2023-01-27,1,27,62,25,929,4299.39,Approved,Vertrag,431,2023-02-01,PO-266955,VTR-2021-3470
230,2022-10-13,1,24,73,27,489,4949.03,Approved,Direktvergabe,72,2022-10-15,PO-103800,VTR-2022-5088
231,2022-05-09,1,27,83,6,30,2196.86,Approved,Ausschreibung,335,2022-05-12,PO-944370,VTR-2023-1472
232,2022-10-18,2,28,31,22,78,1203.14,Approved,Direktvergabe,181,2022-10-20,PO-363091,
233,2022-08-11,1,24,78,21,18,624.95,Approved,Vertrag,44,2022-08-14,,VTR-2024-6078
234,2022-08-20,1,16,11,24,22,153.13,Approved,Ausschreibung,359,2022-08-22,PO-172307,VTR-2025-7084
235,2023-04-29,3,27,98,13,359,1461.85,Approved,Direktvergabe,148,2023-04-30,PO-694958,VTR-2022-4884
236,2025-05-26,1,26,34,15,383,3624.05,Pending,Vertrag,,,PO-353196,VTR-2025-2322
237,2024-10-13,1,19,81,17,450,2420.3,Rejected,Direktvergabe,141,2024-10-15,,VTR-2020-5839
238,2022-07-22,1,25,77,8,340,2728.59,Approved,Direktvergabe,313,2022-07-27,,VTR-2023-7034
239,2024-07-24,2,25,78,4,528,1288.73,Approved,Direktvergabe,189,2024-07-26,,VTR-2023-5090
240,2022-11-21,1,37,83,20,884,4836.28,Approved,Vertrag,131,2022-11-23,,
241,2024-11-28,1,32,76,10,562,2391.69,Approved,Ausschreibung,68,2024-12-04,PO-959513,
242,2023-06-10,1,36,36,22,261,3782.53,Approved,Ausschreibung,472,2023-06-13,PO-187177,
243,2022-12-28,1,19,14,12,595,1654.27,Rejected,Vertrag,169,2022-12-30,PO-701569,VTR-2022-7182
244,2022-06-11,2,18,65,10,749,1069.76,Approved,Vertrag,222,2022-06-13,PO-705718,VTR-2021-7309
245,2023-01-24,2,30,55,27,392,1399.49,Approved,Vertrag,33,2023-01-28,PO-742708,
246,2023-10-01,2,40,4,5,451,282.72,Approved,Direktvergabe,151,2023-10-02,PO-761427,VTR-2025-1765
247,2023-01-16,2,12,74,19,371,908.53,Approved,Vertrag,86,2023-01-17,PO-589996,
248,2024-10-23,1,14,6,7,1,2792.98,Approved,Vertrag,60,2024-10-30,,
249,2024-02-17,1,12,60,12,815,3494.4,Approved,Ausschreibung,376,2024-02-21,PO-736997,VTR-2022-2054
250,2023-07-01,3,11,50,26,3,25.4,Approved,Vertrag,160,2023-07-03,,
251,2022-01-07,2,15,3,17,190,108.43,Approved,Direktvergabe,73,2022-01-13,PO-564672,
252,2022-12-03,1,30,6,6,939,235.86,Approved,Vertrag,201,2022-12-08,PO-606378,
253,2023-10-16,1,20,38,2,620,3850.77,Pending,Direktvergabe,,,PO-331281,VTR-2022-3373
254,2023-07-02,2,26,14,16,852,243.37,Pending,Ausschreibung,,,PO-291634,VTR-2024-7018
