billing_id,customer_key,billing_date,billing_type,consumption_kwh,amount,payment_status
111,3,2023-07-15,Electricity,469,154.08,Bezahlt
112,3,2023-07-15,Gas,1307,144.94,Bezahlt
113,3,2023-08-15,Electricity,496,162.99,Bezahlt
114,3,2023-08-15,Gas,1600,162.83,Bezahlt
115,3,2023-09-15,Electricity,745,245.45,Bezahlt
116,3,2023-09-15,Gas,2247,318.41,Bezahlt
117,3,2023-10-15,Electricity,745,310.5,Offen
118,3,2023-10-15,Gas,2381,267.29,Bezahlt
119,3,2023-11-15,Electricity,740,260.73,Bezahlt
120,3,2023-12-15,Electricity,796,309.44,Bezahlt
121,3,2024-01-15,Electricity,873,289.84,Offen
122,3,2024-02-15,Electricity,1060,446.49,Bezahlt
123,3,2024-03-15,Electricity,798,291.72,Bezahlt
124,3,2024-04-15,Electricity,598,190.97,Bezahlt
125,3,2024-04-15,Gas,1841,192.86,Bezahlt
126,3,2024-05-15,Electricity,588,177.5,Bezahlt
127,3,2024-06-15,Electricity,483,185.63,Bezahlt
128,3,2024-06-15,Gas,1335,119.48,Bezahlt
129,3,2024-07-15,Electricity,531,219.32,Bezahlt
130,3,2024-07-15,Gas,1461,152.13,Bezahlt
131,3,2024-08-15,Electricity,424,181.24,Bezahlt
132,3,2024-08-15,Gas,1499,180.16,Bezahlt
133,3,2024-09-15,Electricity,753,287.85,Bezahlt
134,3,2024-09-15,Gas,1950,212.47,Offen
135,3,2024-10-15,Electricity,628,194.2,Bezahlt
136,3,2024-10-15,Gas,2302,272.84,Bezahlt
137,3,2024-11-15,Electricity,915,286.26,Bezahlt
138,3,2024-12-15,Electricity,871,271.82,Bezahlt
139,3,2025-01-15,Electricity,886,369.2,Bezahlt
140,3,2025-02-15,Electricity,1021,395.32,Bezahlt
141,3,2025-02-15,Gas,3194,302.03,Bezahlt
142,3,2025-03-15,Electricity,819,245.27,Bezahlt
143,3,2025-03-15,Gas,2330,318.89,Bezahlt
144,3,2025-04-15,Electricity,672,288.4,Bezahlt
145,3,2025-04-15,Gas,2335,327.2,Bezahlt
146,3,2025-05-15,Electricity,732,279.9,Bezahlt
147,3,2025-05-15,Gas,2335,289.5,Bezahlt
148,3,2025-06-15,Electricity,412,151.32,Bezahlt
149,3,2025-06-15,Gas,1415,136.52,Bezahlt
150,4,2023-01-15,Electricity,416,155.41,Bezahlt
151,4,2023-01-15,Gas,1674,172.29,Offen
152,4,2023-02-15,Electricity,386,168.53,Offen
153,4,2023-02-15,Gas,1600,149.24,Offen
154,4,2023-03-15,Electricity,318,107.18,Überfällig
155,4,2023-03-15,Gas,1225,133.37,Überfällig
156,4,2023-04-15,Electricity,299,109.32,Bezahlt
157,4,2023-04-15,Gas,1183,105.22,Bezahlt
158,4,2023-05-15,Electricity,280,105.0,Bezahlt
159,4,2023-06-15,Electricity,203,85.54,Bezahlt
160,4,2023-06-15,Gas,810,75.54,Bezahlt
161,4,2023-07-15,Electricity,222,81.58,Offen
162,4,2023-07-15,Gas,892,125.84,Bezahlt
163,4,2023-08-15,Electricity,200,84.68,Bezahlt
164,4,2023-08-15,Gas,822,100.63,Offen
165,4,2023-09-15,Electricity,268,120.68,Bezahlt
166,4,2023-09-15,Gas,1044,129.89,Bezahlt
167,4,2023-10-15,Electricity,280,108.63,Bezahlt
168,4,2023-11-15,Electricity,316,118.76,Bezahlt
169,4,2023-11-15,Gas,1485,159.68,Bezahlt
170,4,2023-12-15,Electricity,423,162.38,Bezahlt
171,4,2023-12-15,Gas,1744,154.74,Offen
172,4,2024-01-15,Electricity,417,137.2,Bezahlt
173,4,2024-01-15,Gas,1697,163.84,Bezahlt
174,4,2024-02-15,Electricity,439,161.12,Bezahlt
175,4,2024-02-15,Gas,1406,149.37,Bezahlt
176,4,2024-03-15,Electricity,348,127.0,Bezahlt
177,4,2024-03-15,Gas,1374,196.03,Bezahlt
178,4,2024-04-15,Electricity,313,124.57,Bezahlt
179,4,2024-04-15,Gas,1281,132.03,Bezahlt
180,4,2024-05-15,Electricity,265,113.57,Bezahlt
181,4,2024-05-15,Gas,1197,158.36,Bezahlt
182,4,2024-06-15,Electricity,205,83.84,Bezahlt
183,4,2024-07-15,Electricity,185,79.59,Bezahlt
184,4,2024-08-15,Electricity,222,77.33,Bezahlt
185,4,2024-09-15,Electricity,313,119.72,Bezahlt
186,4,2024-09-15,Gas,1295,182.3,Bezahlt
187,4,2024-10-15,Electricity,333,108.58,Bezahlt
188,4,2024-10-15,Gas,1122,116.21,Bezahlt
189,4,2024-11-15,Electricity,356,127.27,Bezahlt
190,4,2024-11-15,Gas,1226,162.84,Bezahlt
191,4,2024-12-15,Electricity,397,157.58,Bezahlt
192,4,2024-12-15,Gas,1658,142.32,Bezahlt
193,4,2025-01-15,Electricity,455,202.12,Bezahlt
194,4,2025-01-15,Gas,1483,180.04,Bezahlt
195,4,2025-02-15,Electricity,371,116.95,Offen
196,4,2025-03-15,Electricity,370,116.92,Bezahlt
197,4,2025-04-15,Electricity,331,105.28,Bezahlt
198,4,2025-04-15,Gas,1289,140.05,Bezahlt
199,4,2025-05-15,Electricity,269,105.29,Bezahlt
200,4,2025-06-15,Electricity,226,88.09,Bezahlt
201,5,2023-01-15,Electricity,375,129.71,Bezahlt
202,5,2023-01-15,Gas,1225,118.82,Überfällig
203,5,2023-02-15,Electricity,314,113.82,Bezahlt
204,5,2023-02-15,Gas,1339,189.3,Bezahlt
205,5,2023-03-15,Electricity,328,119.72,Bezahlt
206,5,2023-03-15,Gas,1272,146.96,Bezahlt
207,5,2023-04-15,Electricity,219,99.84,Bezahlt
208,5,2023-04-15,Gas,901,94.54,Bezahlt
209,5,2023-05-15,Electricity,241,112.15,Bezahlt
210,5,2023-05-15,Gas,905,107.79,Bezahlt
211,5,2023-06-15,Electricity,198,73.98,Bezahlt
212,5,2023-07-15,Electricity,186,79.91,Bezahlt
213,5,2023-08-15,Electricity,179,64.61,Bezahlt
214,5,2023-08-15,Gas,716,93.24,Bezahlt
215,5,2023-09-15,Electricity,217,101.71,Bezahlt
216,5,2023-09-15,Gas,1108,147.9,Bezahlt
217,5,2023-10-15,Electricity,227,94.33,Bezahlt
218,5,2023-10-15,Gas,1107,141.33,Bezahlt
219,5,2023-11-15,Electricity,312,137.11,Bezahlt
220,5,2023-11-15,Gas,1092,132.85,Bezahlt
221,5,2023-12-15,Electricity,322,115.06,Bezahlt
222,5,2023-12-15,Gas,1253,115.16,Überfällig
223,5,2024-01-15,Electricity,315,124.18,Bezahlt
224,5,2024-02-15,Electricity,341,151.97,Bezahlt
225,5,2024-02-15,Gas,1541,173.5,Bezahlt
226,5,2024-03-15,Electricity,308,135.58,Bezahlt
227,5,2024-03-15,Gas,1096,137.47,Bezahlt
228,5,2024-04-15,Electricity,232,108.29,Offen
229,5,2024-04-15,Gas,1108,148.58,Bezahlt
230,5,2024-05-15,Electricity,254,84.01,Bezahlt
231,5,2024-05-15,Gas,973,120.02,Bezahlt
232,5,2024-06-15,Electricity,192,74.63,Bezahlt
233,5,2024-07-15,Electricity,190,82.14,Bezahlt
234,5,2024-08-15,Electricity,158,76.59,Offen
235,5,2024-08-15,Gas,708,80.98,Bezahlt
236,5,2024-09-15,Electricity,240,104.28,Bezahlt
237,5,2024-09-15,Gas,1087,130.86,Bezahlt
238,5,2024-10-15,Electricity,224,81.03,Bezahlt
239,5,2024-10-15,Gas,987,89.17,Bezahlt
240,5,2024-11-15,Electricity,256,105.19,Bezahlt
241,5,2024-11-15,Gas,1375,188.62,Bezahlt
242,5,2024-12-15,Electricity,316,114.07,Bezahlt
243,5,2025-01-15,Electricity,319,106.14,Bezahlt
244,5,2025-01-15,Gas,1602,201.75,Bezahlt
245,5,2025-02-15,Electricity,318,122.92,Bezahlt
246,5,2025-02-15,Gas,1399,145.81,Bezahlt
247,5,2025-03-15,Electricity,328,146.83,Bezahlt
248,5,2025-03-15,Gas,1117,155.2,Bezahlt
249,5,2025-04-15,Electricity,266,106.76,Bezahlt
250,5,2025-04-15,Gas,998,129.83,Bezahlt
251,5,2025-05-15,Electricity,265,92.22,Bezahlt
252,5,2025-05-15,Gas,872,95.63,Bezahlt
253,5,2025-06-15,Electricity,161,68.95,Bezahlt
254,5,2025-06-15,Gas,636,96.31,Bezahlt
255,6,2023-01-15,Electricity,804,255.87,Bezahlt
256,6,2023-02-15,Electricity,1035,434.02,Offen
257,6,2023-02-15,Gas,3112,291.62,Bezahlt
258,6,2023-03-15,Electricity,867,318.44,Überfällig
259,6,2023-03-15,Gas,2738,374.06,Bezahlt
260,6,2023-04-15,Electricity,681,228.44,Bezahlt
261,6,2023-04-15,Gas,2102,207.64,Bezahlt
262,6,2023-05-15,Electricity,630,233.87,Bezahlt
263,6,2023-06-15,Electricity,400,177.6,Bezahlt
264,6,2023-06-15,Gas,1488,165.7,Bezahlt
265,6,2023-07-15,Electricity,425,178.84,Bezahlt
266,6,2023-08-15,Electricity,526,196.64,Bezahlt
267,6,2023-08-15,Gas,1589,156.36,Bezahlt
268,6,2023-09-15,Electricity,640,197.35,Bezahlt
269,6,2023-09-15,Gas,1978,215.03,Bezahlt
270,6,2023-10-15,Electricity,589,204.05,Überfällig
271,6,2023-11-15,Electricity,682,259.27,Bezahlt
272,6,2023-11-15,Gas,2463,261.45,Bezahlt
273,6,2023-12-15,Electricity,799,343.41,Bezahlt
274,6,2024-01-15,Electricity,887,367.72,Bezahlt
275,6,2024-01-15,Gas,3022,314.37,Bezahlt
276,6,2024-02-15,Electricity,865,373.44,Bezahlt
277,6,2024-03-15,Electricity,837,363.73,Bezahlt
278,6,2024-04-15,Electricity,695,279.02,Überfällig
279,6,2024-04-15,Gas,2195,279.27,Offen
280,6,2024-05-15,Electricity,645,262.92,Offen
281,6,2024-05-15,Gas,2240,286.39,Bezahlt
282,6,2024-06-15,Electricity,419,159.09,Bezahlt
283,6,2024-07-15,Electricity,462,195.38,Bezahlt
284,6,2024-07-15,Gas,1477,154.47,Bezahlt
285,6,2024-08-15,Electricity,486,181.43,Bezahlt
286,6,2024-09-15,Electricity,669,269.96,Bezahlt
287,6,2024-10-15,Electricity,588,249.7,Bezahlt
288,6,2024-10-15,Gas,2070,263.39,Bezahlt
289,6,2024-11-15,Electricity,774,253.75,Überfällig
290,6,2024-12-15,Electricity,932,358.88,Bezahlt
291,6,2024-12-15,Gas,3167,330.14,Bezahlt
292,6,2025-01-15,Electricity,822,252.93,Bezahlt
293,6,2025-02-15,Electricity,988,299.65,Bezahlt
294,6,2025-02-15,Gas,2950,298.87,Bezahlt
295,6,2025-03-15,Electricity,836,340.29,Bezahlt
296,6,2025-03-15,Gas,2252,285.14,Bezahlt
297,6,2025-04-15,Electricity,568,181.19,Bezahlt
298,6,2025-04-15,Gas,1839,189.42,Bezahlt
299,6,2025-05-15,Electricity,600,215.75,Überfällig
300,6,2025-05-15,Gas,2110,268.74,Bezahlt
301,6,2025-06-15,Electricity,501,197.17,Bezahlt
302,6,2025-06-15,Gas,1287,137.46,Bezahlt
303,7,2023-01-15,Electricity,255,90.7,Bezahlt
304,7,2023-01-15,Gas,833,96.35,Bezahlt
305,7,2023-02-15,Electricity,230,94.84,Bezahlt
306,7,2023-03-15,Electricity,248,94.34,Bezahlt
307,7,2023-03-15,Gas,885,99.38,Bezahlt
308,7,2023-04-15,Electricity,160,79.64,Bezahlt
309,7,2023-04-15,Gas,571,74.62,Bezahlt
310,7,2023-05-15,Electricity,204,73.09,Bezahlt
311,7,2023-05-15,Gas,653,93.13,Bezahlt
312,7,2023-06-15,Electricity,126,62.47,Bezahlt
313,7,2023-06-15,Gas,444,67.22,Bezahlt
314,7,2023-07-15,Electricity,113,47.14,Bezahlt
315,7,2023-07-15,Gas,492,74.23,Bezahlt
316,7,2023-08-15,Electricity,115,50.1,Bezahlt
317,7,2023-08-15,Gas,446,50.66,Bezahlt
318,7,2023-09-15,Electricity,177,76.29,Bezahlt
319,7,2023-09-15,Gas,739,93.95,Offen
320,7,2023-10-15,Electricity,196,80.19,Bezahlt
321,7,2023-10-15,Gas,703,91.52,Bezahlt
322,7,2023-11-15,Electricity,218,80.15,Bezahlt
323,7,2023-12-15,Electricity,258,115.91,Bezahlt
324,7,2024-01-15,Electricity,283,101.72,Bezahlt
325,7,2024-02-15,Electricity,260,108.4,Bezahlt
326,7,2024-02-15,Gas,877,97.25,Bezahlt
327,7,2024-03-15,Electricity,205,97.16,Offen
328,7,2024-03-15,Gas,704,82.39,Bezahlt
329,7,2024-04-15,Electricity,200,79.01,Bezahlt
330,7,2024-04-15,Gas,631,86.64,Bezahlt
331,7,2024-05-15,Electricity,208,84.15,Bezahlt
332,7,2024-05-15,Gas,735,98.93,Bezahlt
333,7,2024-06-15,Electricity,121,61.78,Bezahlt
334,7,2024-06-15,Gas,414,54.17,Bezahlt
335,7,2024-07-15,Electricity,141,60.78,Bezahlt
336,7,2024-08-15,Electricity,118,48.45,Bezahlt
337,7,2024-08-15,Gas,498,63.35,Bezahlt
338,7,2024-09-15,Electricity,184,67.92,Bezahlt
339,7,2024-09-15,Gas,653,91.93,Offen
340,7,2024-10-15,Electricity,191,74.34,Bezahlt
341,7,2024-10-15,Gas,578,70.35,Bezahlt
342,7,2024-11-15,Electricity,235,92.2,Bezahlt
343,7,2024-11-15,Gas,781,97.86,Bezahlt
344,7,2024-12-15,Electricity,271,120.49,Bezahlt
345,7,2024-12-15,Gas,1054,94.32,Bezahlt
346,7,2025-01-15,Electricity,240,104.44,Bezahlt
347,7,2025-01-15,Gas,850,127.85,Bezahlt
348,7,2025-02-15,Electricity,221,88.96,Bezahlt
349,7,2025-03-15,Electricity,228,105.17,Bezahlt
350,7,2025-04-15,Electricity,175,77.54,Bezahlt
351,7,2025-04-15,Gas,570,64.1,Bezahlt
352,7,2025-05-15,Electricity,182,67.38,Bezahlt
353,7,2025-05-15,Gas,718,71.57,Bezahlt
354,7,2025-06-15,Electricity,111,47.33,Offen
355,7,2025-06-15,Gas,531,75.42,Offen
356,8,2023-01-15,Electricity,413,169.0,Bezahlt
357,8,2023-01-15,Gas,1629,168.28,Offen
358,8,2023-02-15,Electricity,368,116.81,Bezahlt
359,8,2023-03-15,Electricity,363,127.68,Bezahlt
360,8,2023-03-15,Gas,1498,135.36,Bezahlt
361,8,2023-04-15,Electricity,303,102.88,Bezahlt
362,8,2023-04-15,Gas,1340,183.72,Bezahlt
363,8,2023-05-15,Electricity,287,119.7,Bezahlt
364,8,2023-05-15,Gas,1037,126.78,Bezahlt
365,8,2023-06-15,Electricity,185,73.31,Bezahlt
366,8,2023-06-15,Gas,878,95.66,Bezahlt
367,8,2023-07-15,Electricity,191,72.23,Bezahlt
368,8,2023-07-15,Gas,822,91.63,Bezahlt
369,8,2023-08-15,Electricity,197,69.39,Bezahlt
370,8,2023-08-15,Gas,908,106.45,Bezahlt
371,8,2023-09-15,Electricity,249,92.29,Bezahlt
372,8,2023-09-15,Gas,1221,156.93,Bezahlt
373,8,2023-10-15,Electricity,320,124.63,Bezahlt
374,8,2023-10-15,Gas,1018,111.4,Bezahlt
375,8,2023-11-15,Electricity,323,123.79,Bezahlt
376,8,2023-11-15,Gas,1312,168.52,Bezahlt
377,8,2023-12-15,Electricity,442,154.75,Bezahlt
378,8,2023-12-15,Gas,1546,149.11,Bezahlt
379,8,2024-01-15,Electricity,416,166.66,Bezahlt
380,8,2024-01-15,Gas,1501,164.12,Bezahlt
381,8,2024-02-15,Electricity,402,135.47,Bezahlt
382,8,2024-02-15,Gas,1836,243.37,Bezahlt
383,8,2024-03-15,Electricity,324,122.31,Bezahlt
384,8,2024-03-15,Gas,1248,120.7,Bezahlt
385,8,2024-04-15,Electricity,279,104.28,Bezahlt
386,8,2024-04-15,Gas,1033,92.92,Bezahlt
387,8,2024-05-15,Electricity,299,96.87,Bezahlt
388,8,2024-06-15,Electricity,176,83.2,Bezahlt
389,8,2024-06-15,Gas,786,103.25,Offen
390,8,2024-07-15,Electricity,210,92.44,Bezahlt
391,8,2024-07-15,Gas,701,96.8,Bezahlt
392,8,2024-08-15,Electricity,173,61.82,Bezahlt
393,8,2024-08-15,Gas,746,89.84,Offen
394,8,2024-09-15,Electricity,253,112.27,Bezahlt
395,8,2024-10-15,Electricity,290,106.46,Bezahlt
396,8,2024-10-15,Gas,1057,146.97,Bezahlt
397,8,2024-11-15,Electricity,374,126.2,Bezahlt
398,8,2024-11-15,Gas,1469,193.92,Bezahlt
399,8,2024-12-15,Electricity,448,177.53,Offen
400,8,2024-12-15,Gas,1490,144.25,Bezahlt
401,8,2025-01-15,Electricity,407,155.55,Bezahlt
402,8,2025-02-15,Electricity,363,124.55,Bezahlt
403,8,2025-03-15,Electricity,322,135.05,Bezahlt
404,8,2025-04-15,Electricity,267,120.59,Bezahlt
405,8,2025-05-15,Electricity,259,91.29,Bezahlt
406,8,2025-05-15,Gas,1154,142.57,Bezahlt
407,8,2025-06-15,Electricity,198,90.49,Bezahlt
408,8,2025-06-15,Gas,763,95.47,Bezahlt
409,9,2023-01-15,Electricity,390,133.13,Bezahlt
410,9,2023-01-15,Gas,1851,251.41,Bezahlt
411,9,2023-02-15,Electricity,378,155.72,Bezahlt
412,9,2023-02-15,Gas,1816,210.25,Bezahlt
413,9,2023-03-15,Electricity,338,130.26,Bezahlt
414,9,2023-03-15,Gas,1588,197.3,Bezahlt
415,9,2023-04-15,Electricity,323,106.83,Überfällig
416,9,2023-05-15,Electricity,334,118.19,Bezahlt
417,9,2023-06-15,Electricity,176,71.7,Bezahlt
418,9,2023-06-15,Gas,742,102.22,Bezahlt
419,9,2023-07-15,Electricity,180,66.51,Bezahlt
420,9,2023-07-15,Gas,755,83.23,Bezahlt
421,9,2023-08-15,Electricity,222,88.41,Bezahlt
422,9,2023-09-15,Electricity,325,132.14,Bezahlt
423,9,2023-09-15,Gas,1282,172.05,Bezahlt
424,9,2023-10-15,Electricity,253,114.27,Bezahlt
425,9,2023-10-15,Gas,1302,142.08,Bezahlt
426,9,2023-11-15,Electricity,397,157.54,Überfällig
427,9,2023-11-15,Gas,1609,203.12,Bezahlt
428,9,2023-12-15,Electricity,419,136.73,Offen
429,9,2023-12-15,Gas,1719,232.54,Bezahlt
430,9,2024-01-15,Electricity,399,179.91,Überfällig
431,9,2024-02-15,Electricity,379,146.5,Bezahlt
432,9,2024-02-15,Gas,1861,245.54,Bezahlt
433,9,2024-03-15,Electricity,310,101.56,Bezahlt
434,9,2024-03-15,Gas,1463,127.07,Bezahlt
435,9,2024-04-15,Electricity,250,108.08,Bezahlt
436,9,2024-05-15,Electricity,291,96.77,Bezahlt
437,9,2024-05-15,Gas,1263,174.71,Bezahlt
438,9,2024-06-15,Electricity,201,75.29,Überfällig
439,9,2024-06-15,Gas,804,74.87,Bezahlt
440,9,2024-07-15,Electricity,234,87.85,Bezahlt
441,9,2024-07-15,Gas,812,81.25,Bezahlt
442,9,2024-08-15,Electricity,194,73.89,Bezahlt
443,9,2024-08-15,Gas,851,104.94,Bezahlt
444,9,2024-09-15,Electricity,269,115.73,Bezahlt
445,9,2024-09-15,Gas,1250,126.11,Bezahlt
446,9,2024-10-15,Electricity,292,112.37,Bezahlt
447,9,2024-10-15,Gas,1080,103.62,Bezahlt
448,9,2024-11-15,Electricity,310,110.26,Offen
449,9,2024-11-15,Gas,1382,135.41,Bezahlt
450,9,2024-12-15,Electricity,446,176.84,Bezahlt
451,9,2025-01-15,Electricity,360,115.68,Bezahlt
452,9,2025-01-15,Gas,1440,203.91,Bezahlt
453,9,2025-02-15,Electricity,422,189.55,Bezahlt
454,9,2025-02-15,Gas,1722,244.52,Bezahlt
455,9,2025-03-15,Electricity,392,155.3,Bezahlt
456,9,2025-03-15,Gas,1343,187.3,Bezahlt
457,9,2025-04-15,Electricity,258,91.65,Bezahlt
458,9,2025-04-15,Gas,1012,124.72,Bezahlt
459,9,2025-05-15,Electricity,289,99.26,Bezahlt
460,9,2025-06-15,Electricity,204,90.63,Bezahlt
461,10,2023-01-15,Electricity,439,193.1,Bezahlt
462,10,2023-01-15,Gas,1758,219.79,Bezahlt
463,10,2023-02-15,Electricity,420,179.94,Bezahlt
464,10,2023-02-15,Gas,1509,178.6,Bezahlt
465,10,2023-03-15,Electricity,322,132.85,Bezahlt
466,10,2023-03-15,Gas,1568,180.65,Bezahlt
467,10,2023-04-15,Electricity,321,124.52,Bezahlt
468,10,2023-04-15,Gas,1056,114.13,Bezahlt
469,10,2023-05-15,Electricity,262,96.56,Bezahlt
470,10,2023-05-15,Gas,1009,95.28,Bezahlt
471,10,2023-06-15,Electricity,233,95.56,Überfällig
472,10,2023-06-15,Gas,717,88.85,Bezahlt
473,10,2023-07-15,Electricity,209,80.11,Bezahlt
474,10,2023-07-15,Gas,757,99.48,Offen
475,10,2023-08-15,Electricity,190,70.43,Bezahlt
476,10,2023-08-15,Gas,755,85.54,Bezahlt
477,10,2023-09-15,Electricity,273,115.55,Bezahlt
478,10,2023-09-15,Gas,1040,130.15,Bezahlt
479,10,2023-10-15,Electricity,334,136.47,Bezahlt
480,10,2023-10-15,Gas,1171,153.44,Bezahlt
481,10,2023-11-15,Electricity,355,144.81,Bezahlt
482,10,2023-12-15,Electricity,353,147.88,Bezahlt
483,10,2024-01-15,Electricity,366,165.15,Bezahlt
484,10,2024-01-15,Gas,1845,167.55,Offen
485,10,2024-02-15,Electricity,403,128.89,Bezahlt
486,10,2024-02-15,Gas,1639,201.82,Bezahlt
