hr_fact_id,date,employee_key,department_key,job_key,location_key,salary,attrition_flag
94,2023-08-01,16,33,811,908,59850,0
95,2024-05-07,16,31,805,908,59850,0
96,2025-04-23,16,29,809,907,59850,0
97,2017-09-27,17,30,808,905,57370,0
98,2018-03-31,17,19,810,910,57370,0
99,2018-12-04,17,34,813,900,57370,0
100,2019-11-17,17,19,808,907,57370,0
101,2020-07-11,17,35,813,904,57370,0
102,2021-04-28,17,25,803,905,61772,0
103,2022-02-26,17,16,809,908,61772,0
104,2022-12-10,17,18,807,904,61772,0
105,2023-06-23,17,33,811,910,61772,0
106,2024-05-08,17,19,810,911,61772,0
107,2025-03-01,17,27,806,910,61772,0
108,2023-06-02,18,31,803,906,75541,0
109,2024-02-02,18,20,802,910,75541,0
110,2024-11-23,18,21,813,909,75541,0
111,2018-04-21,20,22,811,906,78981,0
112,2018-11-04,20,39,801,905,78981,0
113,2019-07-04,20,18,807,909,78981,0
114,2020-06-05,20,27,800,906,78981,0
115,2021-05-27,20,26,802,903,78981,0
116,2022-02-06,20,34,815,911,85365,0
117,2023-01-12,20,16,813,902,85365,0
118,2023-12-22,20,35,808,907,85365,0
119,2024-08-07,20,17,811,905,85365,0
120,2024-03-02,21,39,805,906,55621,0
121,2024-09-01,21,19,815,907,61023,0
122,2025-03-12,21,32,809,906,61023,0
123,2021-09-18,22,36,803,910,44235,0
124,2022-05-19,22,19,805,908,44235,0
125,2022-12-02,22,12,812,908,44235,0
126,2023-11-07,22,27,802,908,44235,0
127,2024-09-16,22,14,806,911,44235,0
128,2025-06-29,22,32,812,901,44235,0
129,2020-12-05,23,38,800,907,69099,0
130,2021-06-28,23,12,800,903,69099,0
131,2022-04-18,23,35,803,906,69099,0
132,2023-02-14,23,30,802,909,69099,0
133,2024-01-12,23,36,802,900,69099,0
134,2024-08-06,23,40,801,909,69099,0
135,2025-03-05,23,38,803,903,72691,0
136,2023-02-12,24,11,812,900,59465,0
137,2023-10-14,24,13,800,903,59465,0
138,2024-07-04,24,29,806,910,59465,0
139,2025-03-20,24,20,808,905,59465,0
140,2022-07-03,25,15,811,901,62002,0
141,2022-12-31,25,24,806,906,62002,0
142,2023-08-26,25,27,802,905,62002,0
143,2024-06-26,25,12,806,906,62002,0
144,2025-03-12,25,14,807,903,62002,0
145,2017-04-09,26,16,803,906,53080,0
146,2018-03-08,26,19,804,906,53080,0
147,2018-12-24,26,14,806,905,53080,0
148,2019-09-23,26,11,805,903,53080,0
149,2020-07-21,26,21,812,903,58136,0
150,2021-03-05,26,19,805,906,58136,0
151,2021-12-28,26,27,800,908,58136,0
152,2022-10-14,26,38,805,909,58136,0
153,2023-06-29,26,32,807,909,60545,0
154,2024-04-26,26,30,805,909,60545,0
155,2025-03-27,26,32,801,903,60545,0
156,2021-08-30,27,19,804,906,58348,0
157,2022-05-12,27,39,810,902,58348,0
158,2023-02-13,27,20,815,908,58348,0
159,2024-01-28,27,10,802,901,60310,0
160,2025-01-19,27,23,802,900,60310,0
161,2021-01-19,28,30,806,908,76410,0
162,2022-01-06,28,11,815,904,76410,0
163,2022-12-11,28,37,815,904,76410,0
164,2023-08-29,28,26,809,901,76410,0
165,2024-06-06,28,25,808,905,76410,0
166,2025-03-04,28,21,808,902,76410,0
167,2025-01-27,29,23,804,901,42238,0
168,2016-08-01,30,16,804,908,64139,0
169,2017-05-15,30,39,814,907,64139,0
170,2018-03-15,30,14,814,908,64139,0
171,2018-09-24,30,37,801,911,64139,0
172,2019-05-08,30,16,813,906,64139,0
173,2020-04-27,30,28,807,911,64139,0
174,2021-01-09,30,15,802,902,64139,0
175,2021-09-06,30,33,814,906,64139,0
176,2022-05-03,30,26,804,910,64139,0
177,2023-01-05,30,14,811,908,64139,0
178,2023-10-18,30,18,814,902,68215,0
179,2024-08-30,30,24,805,907,68215,0
180,2025-04-28,30,34,803,910,68215,0
181,2022-05-16,31,18,811,901,38224,0
182,2023-02-26,31,32,800,902,38224,0
183,2024-01-24,31,13,812,902,38224,0
184,2024-09-05,31,40,801,902,38224,0
185,2025-04-07,31,18,815,901,38224,0
186,2022-10-18,32,27,810,910,45613,0
187,2023-09-11,32,37,814,910,45613,0
188,2024-04-02,32,30,809,905,45613,0
189,2024-12-13,32,34,805,901,45613,0
190,2022-10-14,33,20,803,902,62690,0
191,2023-06-09,33,37,805,906,62690,0
192,2024-02-04,33,34,804,910,62690,0
193,2024-09-05,33,24,802,908,62690,0
194,2021-12-23,34,39,814,901,41197,0
195,2022-08-26,34,19,802,907,41197,0
196,2023-04-24,34,23,815,905,41197,0
197,2023-12-02,34,16,814,905,41197,0
198,2024-08-16,34,40,811,904,41197,0
199,2025-06-06,34,12,814,906,41197,0
200,2025-01-23,35,18,810,901,77650,0
201,2020-11-18,36,24,807,910,69968,0
202,2021-08-12,36,13,813,901,69968,0
203,2022-07-19,36,13,812,902,69968,0
204,2023-03-11,36,29,809,900,69968,0
205,2024-01-15,36,16,809,900,69968,0
206,2024-07-31,36,31,803,902,69968,0
207,2025-06-17,36,28,802,902,69968,0
208,2016-07-26,37,32,814,900,80428,0
209,2017-04-29,37,28,800,911,80428,0
210,2018-03-21,37,35,815,907,80428,0
211,2019-02-12,37,25,811,903,80428,0
212,2019-08-21,37,11,809,909,80428,0
213,2020-07-12,37,26,814,907,80428,0
214,2021-01-09,37,33,812,903,80428,0
215,2021-08-12,37,14,809,900,80428,0
216,2022-05-25,37,19,814,905,80428,0
217,2023-02-25,37,34,811,909,80428,0
218,2023-12-15,37,26,808,909,80428,0
219,2024-08-15,37,28,814,900,80428,0
220,2019-10-03,38,28,800,900,44725,0
221,2020-04-07,38,37,805,904,44725,0
222,2021-01-03,38,33,804,907,44725,0
223,2021-11-13,38,16,812,902,44725,0
224,2022-06-02,38,21,808,904,44725,0
225,2023-01-21,38,34,810,902,44725,0
226,2023-11-24,38,19,808,900,44725,0
227,2024-09-02,38,15,804,906,44725,0
228,2025-06-16,38,15,813,908,44725,0
229,2021-08-01,39,37,804,907,49506,0
230,2022-07-04,39,34,803,904,49506,0
231,2023-03-21,39,32,802,904,49506,0
232,2024-01-04,39,34,805,911,49506,0
233,2024-11-21,39,31,813,901,49506,0
234,2021-06-13,41,32,814,904,36557,0
235,2021-12-15,41,30,814,906,36557,0
236,2022-07-10,41,33,806,904,38264,0
237,2023-01-14,41,16,815,907,38264,0
238,2023-11-27,41,25,815,901,38264,0
239,2024-09-28,41,39,813,909,38264,0
240,2016-11-15,42,28,804,903,47006,0
241,2017-08-13,42,20,812,911,47006,0
242,2018-06-30,42,27,812,902,47006,0
243,2019-01-28,42,28,806,909,47006,0
244,2019-08-19,42,23,805,904,47006,0
245,2020-05-31,42,12,803,911,47006,0
246,2021-02-15,42,31,807,903,47006,0
247,2021-10-02,42,40,807,909,47006,0
248,2022-04-25,42,40,813,905,50387,0
249,2023-03-25,42,23,803,906,50387,0
250,2023-12-20,42,37,804,904,50387,0
251,2024-10-04,42,16,800,910,50387,0
252,2019-01-10,43,34,813,910,80176,0
253,2019-10-17,43,34,815,905,80176,0
254,2020-06-01,43,14,808,911,80176,0
255,2020-12-28,43,21,801,908,80176,0
256,2021-06-29,43,38,804,906,80176,0
257,2022-04-20,43,36,811,906,80176,0
258,2022-11-01,43,20,812,901,82855,0
259,2023-09-26,43,35,800,900,82855,0
260,2024-07-31,43,38,811,903,82855,0
261,2025-06-27,43,30,808,906,82855,0
262,2024-05-29,44,18,812,903,82313,0
263,2024-12-10,44,21,810,904,82313,0
264,2025-06-25,44,40,800,905,85686,0
265,2025-03-18,45,25,802,905,54086,0
266,2020-05-09,46,35,805,909,77464,0
267,2020-11-17,46,40,806,903,77464,0
268,2021-06-14,46,12,807,911,77464,0
269,2022-01-05,46,20,807,907,77464,0
270,2022-07-06,46,14,809,901,77464,0
271,2023-04-11,46,20,809,911,77464,0
272,2023-10-24,46,33,806,901,84121,0
273,2024-07-30,46,33,814,906,91469,0
274,2025-03-27,46,23,815,906,91469,0
275,2021-04-25,47,35,805,901,69053,0
276,2021-12-23,47,13,811,901,69053,0
277,2022-07-09,47,22,809,911,69053,0
278,2023-05-07,47,31,801,902,69053,0
279,2024-04-16,47,21,810,907,69053,0
280,2024-10-23,47,40,800,908,69053,0
281,2025-06-30,47,30,812,908,69053,0
282,2020-06-17,48,18,806,903,55651,0
283,2021-01-06,48,14,810,908,55651,0
284,2021-09-05,48,25,800,911,55651,0
285,2022-03-27,48,14,803,910,55651,0
286,2023-01-13,48,17,809,909,55651,0
287,2023-08-16,48,36,806,911,60287,0
288,2024-04-13,48,31,811,907,60287,0
289,2025-02-17,48,21,811,911,60287,0
290,2018-07-21,50,23,804,909,55923,0
291,2019-03-21,50,18,803,908,58114,0
292,2019-11-08,50,37,804,908,58114,0
293,2020-05-13,50,27,805,909,58114,0
294,2020-11-18,50,22,806,900,58114,0
295,2021-07-02,50,28,800,908,61993,0
296,2022-01-16,50,16,807,905,61993,0
297,2022-09-22,50,37,801,907,61993,0
298,2023-03-27,50,30,810,903,68041,0
299,2024-02-16,50,22,808,910,68041,0
300,2025-01-13,50,22,814,907,68041,0
301,2023-01-20,51,35,813,909,81826,0
302,2023-07-20,51,35,803,900,81826,0
303,2024-02-02,51,19,802,901,81826,0
304,2024-10-06,51,28,807,911,81826,0
305,2025-05-30,51,24,810,906,81826,0
306,2024-05-22,52,14,813,910,73341,0
307,2025-01-13,52,11,803,900,73341,0
308,2024-01-05,53,38,815,910,67790,0
309,2024-11-28,53,24,805,906,67790,0
310,2023-02-12,54,16,812,903,76462,0
311,2023-12-16,54,30,810,910,76462,0
312,2024-08-05,54,10,802,910,76462,0
313,2025-06-23,54,33,814,907,76462,0
314,2025-04-25,55,18,804,907,53586,0
315,2023-12-11,56,23,809,901,46490,0
316,2024-09-19,56,35,812,910,48004,0
317,2019-12-25,57,25,812,903,48824,0
318,2020-07-13,57,36,809,910,48824,0
319,2021-01-19,57,26,806,908,48824,0
320,2021-07-27,57,21,812,908,48824,0
321,2022-04-01,57,11,807,905,48824,0
322,2022-10-17,57,17,808,909,48824,0
323,2023-07-31,57,40,803,908,48824,0
324,2024-07-15,57,16,806,900,48824,0
325,2023-11-24,58,15,801,902,83089,0
326,2024-11-01,58,34,814,909,83089,0
327,2025-06-12,58,24,803,900,83089,0
328,2024-09-25,59,24,811,905,39103,0
329,2023-04-23,60,35,812,902,62533,0
330,2024-04-07,60,22,800,911,62533,0
331,2025-02-18,60,37,809,900,62533,0
332,2016-03-20,61,12,811,911,43032,0
333,2017-03-08,61,37,800,911,43032,0
334,2017-09-19,61,15,801,907,43032,0
335,2018-06-19,61,37,814,906,43032,0
336,2019-03-23,61,18,810,908,43032,0
337,2020-01-17,61,25,807,908,43032,0
338,2020-10-03,61,26,801,910,43032,0
339,2021-09-01,61,40,810,911,43032,0
340,2022-06-30,61,25,810,907,43032,0
341,2023-06-25,61,18,814,903,43032,0
342,2024-05-26,61,22,809,901,43032,0
343,2025-03-10,61,37,802,905,43032,0
344,2017-04-06,62,13,812,904,69555,0
345,2017-12-15,62,18,814,903,72647,0
346,2018-11-13,62,19,807,909,72647,0
347,2019-11-03,62,39,815,904,72647,0
348,2020-09-02,62,26,810,910,77899,0
349,2021-07-09,62,35,801,908,81792,0
350,2022-07-03,62,29,807,902,81792,0
351,2023-02-15,62,19,800,907,81792,0
352,2023-12-20,62,36,804,908,81792,0
353,2024-07-05,62,10,804,906,81792,0
354,2025-06-25,62,25,811,906,81792,0
355,2021-04-09,63,35,808,910,38578,0
356,2022-03-11,63,22,815,908,38578,0
357,2023-01-28,63,21,810,908,38578,0
358,2023-11-15,63,24,803,901,38578,0
359,2024-07-30,63,15,803,902,38578,0
360,2025-03-11,63,37,805,911,38578,0
361,2018-07-27,64,25,805,910,47292,0
362,2019-04-10,64,28,811,911,47292,0
363,2019-12-18,64,33,802,906,47292,0
364,2020-10-27,64,18,804,900,47292,0
365,2021-08-27,64,16,802,909,47292,0
366,2022-05-18,64,12,802,911,47292,0
367,2023-01-15,64,30,814,911,47292,0
368,2023-09-25,64,28,809,901,47292,0
369,2024-04-15,64,21,811,904,47292,0
370,2024-10-14,64,11,804,902,47292,0
371,2017-08-21,65,14,808,904,57203,0
372,2018-07-17,65,34,805,908,57203,0
373,2019-05-16,65,39,813,902,57203,0
374,2020-01-23,65,39,809,911,57203,0
375,2020-10-07,65,20,803,903,57203,0
376,2021-08-05,65,32,805,907,59374,0
377,2022-07-22,65,18,800,904,59374,0
378,2023-07-09,65,30,804,908,59374,0
379,2024-04-05,65,24,803,911,59374,0
380,2025-03-29,65,21,815,906,59374,0
381,2022-08-03,66,28,803,905,37250,0
382,2023-06-14,66,17,802,909,37250,0
383,2023-12-24,66,10,803,905,37250,0
384,2024-07-29,66,26,807,902,37250,0
385,2025-06-03,66,27,805,910,37250,0
386,2018-07-09,67,37,803,908,77716,0
387,2019-02-21,67,13,811,904,77716,0
388,2019-09-18,67,23,814,902,77716,0
389,2020-06-07,67,38,810,905,77716,0
390,2021-05-10,67,29,814,907,77716,0
391,2021-11-10,67,32,814,901,83986,0
392,2022-05-09,67,29,803,910,83986,0
393,2023-04-23,67,19,805,909,83986,0
394,2023-11-13,67,33,808,910,83986,0
395,2024-09-02,67,12,804,905,83986,0
396,2025-04-28,67,14,802,906,83986,0
397,2019-08-04,68,26,810,908,66543,0
398,2020-04-18,68,21,815,901,66543,0
399,2020-12-11,68,30,808,903,66543,0
400,2021-06-17,68,31,813,904,66543,0
401,2022-06-12,68,28,801,904,72443,0
402,2022-12-18,68,17,812,909,72443,0
403,2023-11-23,68,38,815,905,72443,0
404,2024-09-21,68,31,814,911,72443,0
405,2020-03-19,69,30,814,911,38233,0
406,2021-03-03,69,21,812,909,38233,0
407,2021-11-23,69,20,814,902,38233,0
408,2022-09-06,69,35,809,907,38233,0
409,2023-07-28,69,11,807,901,38233,0
410,2024-04-26,69,29,807,909,38233,0
411,2024-12-30,69,27,809,909,38233,0
412,2016-12-13,70,31,801,911,71801,0
413,2017-11-11,70,25,803,907,71801,0
414,2018-07-06,70,19,800,911,73974,0
415,2019-05-31,70,26,813,903,73974,0
416,2019-12-15,70,12,809,900,73974,0
417,2020-08-08,70,30,815,908,73974,0
418,2021-04-24,70,11,813,902,73974,0
419,2022-02-01,70,34,804,910,73974,0
420,2022-12-01,70,21,800,904,73974,0
421,2023-09-10,70,10,801,900,73974,0
422,2024-06-04,70,13,814,903,78639,0
423,2024-12-28,70,24,800,909,78639,0
424,2025-01-14,71,20,801,911,70058,0
425,2021-06-18,72,40,801,907,67801,0
426,2022-04-11,72,26,814,904,67801,0
427,2023-01-13,72,21,811,906,67801,0
428,2023-11-25,72,27,800,910,67801,0
429,2024-05-25,72,23,804,903,67801,0
430,2025-03-22,72,25,808,911,67801,0
431,2018-11-06,73,20,806,902,57154,0
432,2019-08-02,73,15,802,911,57154,0
433,2020-03-27,73,12,807,910,57154,0
434,2020-11-17,73,34,805,901,57154,0
435,2021-07-16,73,17,809,907,57154,0
436,2022-03-23,73,20,810,905,57154,0
437,2022-09-24,73,16,813,908,57154,0
438,2023-09-19,73,40,809,901,57154,0
439,2024-08-24,73,33,808,903,57154,0
440,2025-04-08,73,14,807,901,57154,0
441,2017-06-13,75,29,813,904,64048,0
442,2018-02-21,75,28,813,910,64048,0
443,2018-08-26,75,16,800,900,64048,0
444,2019-05-10,75,37,814,900,64048,0
445,2020-03-19,75,34,812,905,64048,0
446,2021-01-05,75,22,807,900,64048,0
447,2021-11-26,75,27,814,907,64048,0
448,2022-08-02,75,38,803,910,64048,0
449,2023-05-09,75,36,810,906,64048,0
450,2024-04-03,75,14,806,911,68255,0
451,2025-03-07,75,32,800,902,68255,0
452,2022-12-05,77,10,806,911,59430,0
453,2023-10-14,77,23,806,911,59430,0
454,2024-09-14,77,30,804,907,62199,0
455,2025-05-29,77,38,803,900,62199,0
456,2021-03-14,78,38,812,909,81602,0
457,2021-09-25,78,21,812,907,81602,0
458,2022-07-05,78,25,802,906,87445,0
459,2023-02-02,78,13,806,911,87445,0
460,2023-08-13,78,17,803,906,87445,0
461,2024-02-10,78,38,807,909,87445,0
462,2024-08-16,78,18,807,911,87445,0
463,2019-07-21,79,23,806,901,35095,0
464,2020-06-19,79,18,810,901,35095,0
465,2021-02-01,79,36,811,900,35095,0
466,2021-10-14,79,18,808,904,35095,0
467,2022-10-09,79,36,815,902,35095,0
468,2023-07-08,79,25,808,901,35095,0
469,2024-02-01,79,25,810,911,35095,0
470,2024-11-13,79,24,801,907,35095,0
471,2018-04-15,80,13,811,911,66670,0
472,2019-03-13,80,13,809,901,66670,0
473,2019-12-06,80,26,812,906,70772,0
474,2020-07-07,80,19,815,909,70772,0
475,2021-04-27,80,40,809,901,70772,0
476,2022-04-15,80,20,807,905,70772,0
477,2022-11-30,80,10,814,907,70772,0
478,2023-10-16,80,16,807,907,70772,0
479,2024-05-29,80,13,808,910,70772,0
480,2025-04-24,80,33,809,900,70772,0
481,2018-11-29,82,33,801,910,83484,0
482,2019-10-12,82,17,810,901,83484,0
483,2020-07-08,82,30,802,906,83484,0
484,2021-02-07,82,34,813,909,86174,0
485,2021-10-12,82,31,807,905,86174,0
486,2022-05-01,82,20,806,903,86174,0
487,2022-11-03,82,25,813,907,86174,0
488,2023-09-05,82,30,807,905,86174,0
489,2024-06-07,82,35,811,901,86174,0
490,2025-03-01,82,30,807,903,86174,0
491,2016-05-01,83,15,805,902,40295,0
492,2017-01-07,83,12,807,901,40295,0
493,2017-07-27,83,24,803,907,40295,0
494,2018-03-17,83,23,802,904,40295,0
495,2018-11-30,83,23,815,911,40295,0
496,2019-06-04,83,40,802,906,40295,0
497,2020-03-29,83,24,806,900,40295,0
498,2020-11-03,83,38,810,903,43270,0
499,2021-06-17,83,10,811,909,43270,0
500,2021-12-23,83,31,804,905,43270,0
501,2022-11-07,83,32,806,901,43270,0
502,2023-07-27,83,38,815,900,43270,0
503,2024-02-09,83,26,813,908,43270,0
504,2025-01-29,83,12,804,900,43270,0
505,2018-08-12,84,31,815,907,47684,0
506,2019-06-22,84,39,803,905,47684,0
507,2020-01-01,84,26,805,909,47684,0
508,2020-11-23,84,21,810,909,47684,0
509,2021-07-02,84,37,810,905,47684,0
510,2022-04-04,84,16,806,910,47684,0
511,2023-01-25,84,10,800,903,47684,0
512,2023-08-28,84,15,808,903,47684,0
513,2024-05-04,84,38,807,906,47684,0
514,2024-12-22,84,21,811,900,47684,0
515,2019-02-24,85,12,805,906,45942,0
516,2019-12-25,85,13,806,907,45942,0
517,2020-07-04,85,21,811,911,45942,0
518,2021-02-21,85,25,813,906,45942,0
519,2021-12-21,85,18,805,903,45942,0
520,2022-09-17,85,13,803,911,45942,0
521,2023-04-06,85,29,807,907,45942,0
522,2024-01-05,85,28,811,906,45942,0
523,2024-09-14,85,19,812,904,45942,0
524,2017-12-08,86,16,812,910,45978,0
525,2018-08-31,86,39,810,903,45978,0
526,2019-04-30,86,37,814,907,45978,0
527,2019-11-09,86,31,804,902,45978,0
528,2020-09-28,86,23,807,900,49663,0
529,2021-07-04,86,30,801,900,49663,0
530,2022-05-12,86,40,808,901,52071,0
531,2023-02-04,86,38,814,910,52071,0
532,2023-08-04,86,23,811,905,52071,0
533,2024-06-01,86,26,806,905,52071,0
534,2025-01-02,86,23,806,904,52071,0
535,2024-10-13,88,17,806,905,53240,0
536,2025-04-13,88,37,812,902,53240,0
537,2022-10-11,89,36,805,908,62581,0
538,2023-09-26,89,23,810,901,62581,0
539,2024-05-02,89,29,803,909,62581,0
540,2025-03-04,89,13,807,911,62581,0
541,2019-10-12,90,20,806,903,43331,0
542,2020-04-30,90,12,804,904,43331,0
543,2021-01-25,90,12,807,908,43331,0
544,2021-10-15,90,31,812,900,45880,0
545,2022-04-28,90,24,812,909,45880,0
546,2022-12-08,90,27,803,900,45880,0
547,2023-12-01,90,22,808,909,45880,0
548,2024-07-04,90,37,803,904,45880,0
549,2025-01-13,90,33,806,910,45880,0
550,2024-01-24,91,39,813,908,53508,0
551,2024-12-29,91,10,812,910,53508,0
552,2016-12-15,92,19,813,906,62681,0
553,2017-08-21,92,35,805,906,62681,0
554,2018-07-03,92,22,815,910,62681,0
555,2019-06-16,92,11,804,908,62681,0
556,2020-02-28,92,26,801,908,62681,0
557,2021-02-19,92,16,815,906,62681,0
558,2021-09-08,92,25,802,906,62681,0
559,2022-06-10,92,34,810,911,62681,0
560,2023-02-07,92,30,810,905,62681,0
561,2023-12-17,92,34,807,900,62681,0
562,2024-11-18,92,39,807,905,62681,0
563,2024-12-12,93,29,803,900,63888,0
564,2020-11-04,94,37,806,907,66271,0
565,2021-05-15,94,11,801,900,66271,0
566,2022-03-28,94,18,811,910,66271,0
567,2022-10-05,94,32,813,910,66271,0
568,2023-07-25,94,29,814,901,66271,0
569,2024-06-17,94,13,803,910,66271,0
570,2025-06-03,94,26,806,908,66271,0
571,2023-03-15,95,19,815,902,77188,0
572,2023-12-26,95,22,815,901,77188,0
573,2024-07-09,95,22,812,907,77188,0
574,2025-06-20,95,12,814,902,77188,0
575,2016-05-21,96,29,803,902,39035,0
576,2016-12-16,96,15,815,901,39035,0
577,2017-08-02,96,35,800,902,39035,0
578,2018-06-29,96,16,811,911,39035,0
579,2019-06-22,96,19,806,902,39035,0
580,2020-04-29,96,38,808,911,39035,0
581,2021-03-10,96,17,811,900,39035,0
582,2021-11-23,96,31,809,901,39035,0
583,2022-10-13,96,26,807,911,39035,0
584,2023-09-03,96,33,800,909,39035,0
585,2024-06-07,96,34,807,909,39035,0
586,2025-03-03,96,40,807,900,39035,0
587,2022-04-30,97,22,809,905,38473,0
588,2022-12-10,97,21,801,902,38473,0
589,2023-07-22,97,36,807,902,38473,0
590,2024-05-30,97,15,802,909,38473,0
591,2025-02-24,97,34,813,905,38473,0
592,2020-01-04,98,31,812,907,42729,0
593,2020-07-13,98,16,803,900,42729,0
594,2021-03-13,98,13,809,909,42729,0
595,2022-02-19,98,28,803,909,42729,0
596,2022-08-27,98,29,814,902,42729,0
597,2023-08-04,98,37,805,910,42729,0
598,2024-04-19,98,15,802,902,42729,0
599,2025-04-08,98,31,807,908,42729,0
600,2024-10-05,99,31,801,909,58576,0
601,2025-06-16,99,13,808,911,58576,0
602,2024-10-19,100,28,810,906,37050,0
603,2021-03-11,101,31,807,911,58295,0
604,2022-01-09,101,24,801,906,58295,0
605,2022-10-25,101,20,812,904,58295,0
606,2023-05-27,101,19,806,906,58295,0
607,2024-05-08,101,36,814,905,58295,0
608,2025-01-13,101,13,801,911,58295,0
609,2021-10-14,102,29,803,902,46651,0
610,2022-05-05,102,36,807,908,46651,0
611,2023-03-22,102,28,804,907,46651,0
612,2023-09-28,102,19,809,904,46651,0
613,2024-05-20,102,29,802,909,48481,0
614,2024-12-16,102,19,802,906,51508,0
615,2018-05-26,103,40,806,906,77935,0
616,2018-11-23,103,25,811,901,77935,0
617,2019-10-17,103,34,810,902,77935,0
618,2020-09-01,103,39,803,907,77935,0
619,2021-03-31,103,37,814,907,77935,0
620,2021-10-14,103,18,802,911,77935,0
621,2022-04-28,103,33,802,910,77935,0
622,2023-01-04,103,15,800,910,77935,0
623,2023-08-27,103,27,810,909,77935,0
624,2024-06-26,103,12,802,905,77935,0
625,2025-05-23,103,15,800,905,77935,0
626,2017-04-18,104,13,812,909,44131,0
627,2018-01-20,104,33,810,911,47167,0
628,2018-07-24,104,15,804,901,51705,0
629,2019-07-04,104,33,808,907,51705,0
630,2020-05-08,104,21,813,907,51705,0
631,2020-12-23,104,39,807,911,51705,0
632,2021-11-30,104,21,807,903,51705,0
633,2022-07-30,104,37,802,904,51705,0
