campaign_fact_id,date,campaign_key,product_key,channel_key,region_key,spend,leads_generated,impressions
282,2023-05-22,42,13,602,400,61.37,51,2939
283,2025-04-27,96,26,605,402,94.9,89,8770
284,2023-06-08,72,1,604,401,438.01,86,6534
285,2025-06-15,12,2,603,401,60.07,31,2537
286,2022-08-11,14,6,605,401,297.55,32,4640
287,2022-07-03,66,5,602,403,136.03,9,14304
288,2025-01-05,10,1,600,403,300.91,13,4887
289,2023-09-23,43,12,602,403,413.47,56,11242
290,2024-03-26,72,21,605,403,65.76,26,14541
291,2022-06-18,4,12,601,401,368.66,28,9960
292,2025-04-05,36,7,604,400,313.02,57,11093
293,2025-05-08,39,6,600,400,229.75,15,7966
294,2022-05-14,45,26,601,400,233.87,31,13578
295,2024-09-24,86,22,602,401,227.27,30,9411
296,2025-06-21,98,8,604,401,162.55,82,4170
297,2022-07-06,31,7,602,403,85.18,17,12426
298,2025-05-07,53,17,605,402,176.59,29,7295
299,2023-06-28,13,23,601,402,367.81,16,12544
300,2024-03-29,67,17,605,400,424.8,47,1967
301,2025-04-17,79,15,603,403,393.6,81,5103
302,2024-09-17,58,1,600,403,308.6,24,11991
303,2023-03-07,94,12,604,401,135.88,43,9357
304,2025-05-04,33,17,603,403,222.91,22,8341
305,2022-06-09,70,22,605,402,298.07,11,7322
306,2022-03-19,69,10,601,402,227.2,10,1081
307,2023-01-04,67,3,604,402,73.62,93,7184
308,2022-04-09,30,6,601,400,323.28,7,344
309,2025-01-10,64,27,602,403,345.47,40,8026
310,2024-12-13,83,1,605,401,391.4,11,1079
311,2025-02-09,57,22,602,403,365.25,5,11093
312,2023-09-26,43,27,602,403,134.25,100,12295
313,2024-04-11,10,27,600,403,233.0,34,6008
314,2023-05-19,30,23,601,402,299.98,47,14261
315,2024-06-23,98,14,602,403,62.23,26,7650
316,2025-02-02,80,19,604,401,51.99,53,14331
317,2022-03-24,8,14,601,403,416.89,33,5058
318,2023-12-22,20,9,605,403,257.72,8,1999
319,2024-02-20,1,25,604,403,416.89,19,9110
320,2024-03-30,60,6,603,402,206.76,12,289
321,2022-08-23,35,22,603,400,180.5,6,13965
322,2025-05-04,90,10,605,401,55.69,99,4554
323,2023-11-09,42,10,603,403,300.5,62,5525
324,2023-06-18,53,8,605,401,371.87,15,11205
325,2023-04-23,73,19,601,403,76.63,41,14603
326,2025-06-05,27,16,601,400,414.48,8,14207
327,2022-10-01,19,17,604,401,491.15,54,12206
328,2023-12-06,4,4,601,400,127.17,30,8515
329,2024-08-31,60,27,603,402,359.74,22,613
330,2023-12-12,50,15,602,402,62.6,68,5267
331,2024-10-29,49,5,604,402,326.14,97,14167
332,2025-04-05,98,16,600,400,436.77,13,13389
333,2022-05-26,15,25,603,400,399.64,72,9076
334,2022-02-23,100,25,602,402,232.91,92,12045
335,2025-05-02,74,14,603,403,335.59,62,475
336,2023-08-25,65,1,605,403,218.9,35,8732
337,2022-09-08,66,21,605,400,125.6,20,7701
338,2023-11-02,68,7,603,401,288.02,28,1021
339,2025-05-27,90,8,605,402,442.45,21,9954
340,2022-04-16,18,22,605,401,431.41,76,7314
341,2022-12-25,27,13,604,401,394.59,57,12172
342,2022-09-10,71,8,605,403,66.75,71,12567
343,2022-01-23,43,10,605,402,70.57,15,2889
344,2024-02-29,40,15,602,402,219.94,40,5669
345,2024-02-09,80,7,605,401,400.29,31,3987
346,2025-05-02,77,9,603,402,412.86,73,4991
347,2022-02-03,54,21,600,401,443.26,18,10860
348,2022-03-08,46,21,600,401,289.1,82,12903
349,2024-12-14,83,8,601,403,239.84,32,7146
350,2024-07-31,86,11,600,400,54.69,52,3020
351,2023-05-15,100,19,600,401,478.49,92,8315
352,2023-05-23,6,3,601,401,244.41,32,13553
353,2022-02-20,60,16,601,401,250.81,7,13320
354,2022-01-10,82,7,604,401,433.21,89,11340
355,2022-08-15,75,25,603,400,225.06,37,3457
356,2024-04-11,18,7,602,400,362.26,84,11396
357,2022-12-30,100,11,604,400,401.88,10,308
358,2022-12-31,5,22,605,403,437.42,21,4795
359,2024-11-19,42,21,603,402,155.85,6,14253
360,2025-02-13,69,5,601,401,325.76,52,7046
361,2023-07-27,31,10,602,401,129.0,99,603
362,2023-10-30,6,2,605,403,356.67,48,11608
363,2023-11-13,53,27,604,402,225.12,62,6282
364,2023-11-07,62,23,603,402,298.24,80,675
365,2022-08-08,74,9,603,400,415.1,74,5996
366,2022-10-22,67,6,604,402,267.7,23,5689
367,2023-08-13,44,24,600,403,208.62,42,10810
368,2023-11-12,55,10,604,402,213.24,17,10442
369,2025-02-09,74,5,605,401,119.48,46,871
370,2025-04-13,47,20,603,402,71.18,42,7179
371,2022-07-14,16,27,601,400,451.48,98,14317
372,2024-09-28,32,3,605,402,468.84,54,13658
373,2022-09-22,18,19,605,401,186.93,43,11203
374,2022-06-22,84,23,600,403,367.61,99,1069
375,2023-08-02,17,7,600,401,360.78,31,2190
376,2024-05-16,4,19,605,403,299.99,65,3220
377,2025-05-15,49,25,603,401,329.58,26,11372
378,2023-02-23,46,9,605,403,492.56,51,8673
379,2022-02-17,87,3,600,403,54.57,18,8913
380,2023-01-14,36,14,601,400,101.52,40,3133
381,2024-05-05,99,17,604,400,440.1,94,1496
382,2024-05-12,83,26,600,401,212.12,93,13712
383,2023-12-04,59,20,602,402,461.29,17,8114
384,2025-04-28,44,1,601,403,479.31,97,2030
385,2025-02-13,11,22,600,402,457.17,6,6031
386,2023-09-17,86,3,600,401,335.74,42,5707
387,2025-02-01,11,10,603,403,104.53,96,10157
388,2023-01-08,69,26,604,401,274.71,50,6269
389,2024-03-28,19,21,604,401,343.85,51,6377
390,2023-10-08,61,8,601,401,344.47,10,6443
391,2023-05-28,5,11,603,402,270.77,98,12578
392,2023-02-02,6,20,604,400,390.83,68,11989
393,2024-02-05,48,3,601,401,445.98,80,12346
394,2023-08-03,82,2,600,402,373.91,28,10204
395,2022-03-08,14,15,604,401,56.34,30,10214
396,2023-08-30,24,23,602,400,175.53,95,10190
397,2024-03-13,62,22,604,400,342.74,73,6776
398,2024-11-25,31,24,601,403,316.74,60,9950
399,2022-08-10,28,4,605,403,376.96,24,999
400,2025-06-07,85,10,604,401,367.43,71,8458
401,2024-08-19,43,21,600,403,94.89,26,6712
402,2022-10-04,37,15,602,401,141.81,39,5033
403,2023-06-09,83,23,602,401,116.94,22,13152
404,2024-02-03,82,2,603,400,249.49,45,1763
405,2023-10-30,52,23,604,401,244.66,45,13333
406,2023-09-02,87,24,601,401,471.72,36,11857
407,2023-03-24,54,1,605,402,284.5,100,2380
408,2025-06-02,13,8,600,401,498.76,96,8639
409,2024-04-08,54,23,600,402,70.59,15,503
410,2024-04-07,50,3,600,400,304.96,74,12731
411,2022-12-24,38,11,605,402,81.96,56,13642
412,2025-03-17,80,5,605,400,179.08,74,13625
413,2023-11-26,46,25,603,400,80.3,69,11979
414,2023-11-20,2,8,603,403,135.69,44,11554
415,2023-04-06,27,4,602,400,189.18,45,12247
416,2022-01-18,56,5,603,402,96.38,67,9277
417,2024-08-04,92,22,600,400,205.08,63,5978
418,2024-08-12,100,8,602,400,70.66,12,9535
419,2025-05-21,12,11,602,402,116.22,65,12086
420,2024-02-27,49,2,604,402,231.59,66,4934
421,2022-03-11,12,14,601,402,413.81,6,9033
422,2022-08-29,72,19,602,401,463.79,28,14091
423,2023-07-21,4,14,605,403,305.24,62,11668
424,2022-07-04,59,25,602,400,136.37,60,12591
425,2024-03-15,51,27,603,402,445.19,64,14580
426,2022-04-10,82,19,605,400,418.69,15,3334
427,2022-10-17,75,11,601,403,443.77,66,4350
428,2023-04-08,67,16,605,403,341.8,76,7145
429,2024-01-20,97,14,604,402,61.43,38,3343
430,2023-10-01,35,25,602,403,462.02,26,10464
431,2022-12-27,49,13,602,402,73.53,7,10290
432,2022-09-25,61,22,601,401,135.67,26,14189
433,2022-05-21,59,17,602,400,113.91,76,4063
434,2024-08-24,96,22,603,400,394.92,87,1550
435,2024-05-09,48,9,605,403,237.27,98,951
436,2024-01-11,28,8,604,403,108.13,26,8612
437,2022-12-04,4,26,600,401,465.25,18,10671
438,2022-05-28,71,12,604,400,315.46,77,10218
439,2022-04-17,92,6,601,400,203.62,12,6137
440,2023-06-02,88,27,600,403,477.16,73,1416
441,2022-04-26,24,4,602,402,198.84,86,5615
442,2024-02-28,93,4,601,403,388.91,86,13867
443,2022-09-13,1,18,605,402,118.71,7,8154
444,2025-03-21,74,20,600,403,311.09,36,10396
445,2022-09-24,83,26,602,402,59.08,54,2495
446,2022-08-25,71,26,605,401,271.03,15,12916
447,2024-12-19,94,1,601,401,477.38,51,11984
448,2023-07-09,40,18,600,401,125.73,54,5179
449,2025-06-12,45,2,603,402,250.37,53,3124
450,2024-10-29,37,8,603,402,219.67,52,1741
451,2023-05-04,3,25,602,403,289.86,74,13981
452,2024-05-26,8,2,605,401,378.65,55,581
453,2022-09-22,44,21,605,403,277.63,75,11016
454,2025-06-16,86,1,604,400,94.25,77,9403
455,2024-08-06,78,1,602,403,390.07,19,665
456,2022-06-16,91,2,604,402,386.71,99,10344
457,2023-05-08,15,18,602,403,497.67,69,12473
458,2024-12-05,14,6,605,401,428.33,21,756
459,2022-10-17,66,13,600,400,492.3,56,12661
460,2022-05-30,59,15,604,402,256.06,7,11325
461,2022-05-01,82,17,600,402,470.67,31,12904
462,2022-03-08,35,4,603,403,200.54,58,13779
463,2023-12-03,36,20,604,400,178.76,10,10904
464,2022-07-19,52,13,604,401,349.78,73,14442
465,2022-05-15,66,2,600,401,89.28,30,11089
466,2022-03-23,40,17,602,401,147.48,45,9000
467,2022-04-20,89,17,603,402,477.53,86,4378
468,2023-07-27,69,17,600,401,433.41,12,8650
469,2024-02-08,64,24,604,401,467.1,75,8532
470,2024-01-13,96,25,604,402,427.9,62,13491
471,2023-02-08,77,1,601,403,106.32,27,1591
472,2025-03-21,82,25,601,400,285.58,17,6744
473,2022-11-16,38,7,600,402,302.59,85,4576
474,2023-03-03,16,5,600,403,151.07,54,5694
475,2022-05-21,48,22,602,400,219.86,8,12471
476,2024-04-29,97,2,601,403,225.18,33,7890
477,2024-01-01,33,16,603,403,433.12,100,11010
478,2022-02-06,78,17,600,402,430.79,96,229
479,2022-04-04,32,19,602,401,419.75,56,3471
480,2025-02-17,33,8,601,401,478.93,30,6582
481,2022-01-15,50,26,600,403,214.37,35,9512
482,2024-12-09,26,25,605,400,335.68,19,10789
483,2024-08-24,35,21,604,400,462.01,16,9370
484,2023-03-01,86,23,603,402,263.73,96,14345
485,2024-09-11,20,9,603,400,56.18,25,8950
486,2024-10-15,84,16,603,400,150.72,53,4201
487,2022-10-24,2,19,600,402,67.03,7,14196
488,2023-04-02,35,25,603,400,380.02,83,6661
489,2024-10-21,31,18,601,401,221.92,20,6128
490,2025-06-27,90,4,605,401,108.86,12,7547
491,2023-04-11,95,11,604,402,194.0,36,4053
492,2023-04-16,11,15,601,402,446.4,52,11386
493,2023-08-26,60,22,604,401,397.97,13,3270
494,2023-07-06,7,19,601,401,231.34,42,5911
495,2023-04-07,99,8,601,401,194.97,24,5740
496,2022-12-03,43,16,605,403,409.13,57,2437
497,2022-11-02,33,22,605,402,225.47,75,11333
498,2025-04-21,15,4,601,401,274.06,73,1874
499,2022-07-11,77,15,600,401,190.98,33,2544
500,2022-08-25,93,20,604,400,160.34,60,2940
501,2025-03-30,34,26,602,400,259.31,68,9004
502,2023-11-04,59,27,602,403,468.78,86,12839
503,2024-08-24,99,15,604,402,381.64,24,14033
504,2023-09-04,6,10,603,402,375.02,72,8125
505,2022-05-05,90,2,603,403,166.08,88,4269
506,2023-05-22,42,27,605,401,165.25,90,14248
507,2023-02-21,78,9,602,403,381.08,10,13766
508,2023-06-25,92,16,602,402,391.63,63,4402
509,2022-08-04,78,19,602,401,277.28,33,10709
510,2024-01-12,8,3,601,400,461.98,17,3125
511,2025-05-18,77,26,603,401,175.62,91,8034
512,2023-04-13,76,2,604,402,120.35,79,12432
513,2023-07-23,4,6,603,402,428.26,25,11786
514,2023-07-21,70,20,601,403,77.7,95,2775
515,2022-04-14,60,16,605,403,478.53,11,10399
516,2023-01-20,89,24,604,401,470.18,75,4945
517,2022-02-25,5,8,605,403,479.18,24,11861
518,2023-08-24,14,14,603,403,184.53,77,5371
519,2023-09-28,30,3,604,402,51.59,76,10541
520,2022-09-02,85,26,605,403,491.05,53,13918
521,2022-06-13,5,15,601,402,444.61,61,5677
522,2023-09-25,93,8,604,401,127.65,58,2192
523,2024-05-20,27,2,603,402,279.84,28,10065
524,2025-04-01,51,6,603,400,344.39,6,5615
525,2024-12-16,23,16,603,403,80.13,88,4050
526,2023-09-22,37,17,602,400,371.25,61,13353
527,2024-10-08,27,6,601,401,275.98,92,14368
528,2024-09-07,15,9,602,401,119.42,37,8612
529,2022-07-28,36,2,603,403,462.78,10,9362
530,2025-06-10,70,8,603,400,382.96,42,12874
531,2023-02-08,6,2,605,400,430.33,52,7993
532,2023-08-16,46,25,602,403,97.53,15,4306
533,2025-03-10,10,18,600,401,455.99,14,3891
534,2024-03-07,21,16,603,402,374.41,66,7773
535,2025-03-07,9,1,602,400,330.6,73,662
536,2025-03-25,47,13,603,401,236.03,14,5234
