sale_id,date,customer_key,product_key,sales_rep_key,region_key,vendor_key,amount,units
327,2024-04-14,654,24,153,401,16,1888.26,1
328,2023-01-01,110,3,20,402,64,2210.29,2380
329,2023-10-13,865,7,6,403,53,1659.76,18045
330,2025-08-01,76,6,97,403,41,1262.65,16879
331,2022-08-06,649,21,3,400,23,307.88,1
332,2024-07-23,676,6,89,401,62,1057.86,15616
333,2025-09-24,629,6,66,401,16,1148.45,22151
334,2024-08-28,198,14,195,400,20,8622.03,13
335,2023-01-24,222,20,8,401,42,739.14,1
336,2024-10-19,142,2,52,400,12,1081.66,3972
337,2025-08-13,357,15,112,401,66,15946.66,12
338,2024-04-18,970,7,176,403,92,1350.2,13242
339,2024-01-23,288,24,197,403,76,3542.77,1
340,2025-10-04,320,2,111,402,58,2316.77,3998
341,2023-12-18,434,8,28,401,78,2594.96,20205
342,2023-09-29,393,8,17,400,58,1622.71,20366
343,2025-05-17,172,22,76,402,78,552.12,1
344,2025-02-14,847,22,30,402,24,438.98,1
345,2025-02-20,829,2,56,403,85,1243.94,2297
346,2024-02-28,381,8,177,403,2,1069.07,15219
347,2022-01-05,735,4,60,400,72,1621.44,3317
348,2025-10-25,68,7,144,403,36,1959.98,11686
349,2025-04-09,734,15,108,400,88,10020.25,15
350,2023-12-05,775,8,127,401,64,1235.93,10813
351,2024-04-08,48,27,116,400,22,1917.41,1
352,2025-09-27,616,4,73,400,3,1025.56,2087
353,2023-06-09,660,16,73,403,17,42349.29,1
354,2024-09-22,862,24,136,403,6,4635.4,1
355,2023-08-08,346,10,186,402,39,20687.12,11
356,2024-07-12,282,3,199,400,41,1320.62,4279
357,2025-10-31,506,13,127,401,83,16057.98,12
358,2022-05-13,991,22,27,400,4,762.62,1
359,2024-02-20,230,1,177,403,93,849.72,3322
360,2025-11-03,447,1,95,403,69,944.09,5695
361,2022-04-28,6,20,12,402,15,355.81,1
362,2023-11-03,50,20,177,401,79,358.24,1
363,2025-01-24,811,18,36,402,75,35959.94,1
364,2024-08-03,472,3,150,402,53,2151.41,5084
365,2022-09-15,653,6,148,401,62,1947.88,13940
366,2022-02-27,678,8,124,400,29,1508.2,21974
367,2023-07-15,95,3,143,402,32,1880.49,3445
368,2022-10-06,676,11,127,401,8,26764.06,6
369,2024-10-12,218,2,49,401,63,1442.67,3577
370,2025-08-01,108,5,81,400,98,1970.88,4105
371,2024-07-09,968,4,130,403,14,1779.52,5472
372,2023-06-09,937,3,159,402,66,1294.04,3853
373,2022-05-04,208,17,109,403,22,17059.18,1
374,2024-07-12,703,5,119,401,14,1767.09,2603
375,2024-12-09,763,1,69,402,4,2209.38,2766
376,2022-07-24,488,13,141,401,11,17502.83,6
377,2022-10-09,363,7,131,401,43,1673.24,17059
378,2024-11-16,55,8,98,400,94,1015.19,20627
379,2024-05-15,951,8,153,401,36,1216.79,12894
380,2023-12-16,543,14,13,401,83,19706.26,15
381,2022-04-02,255,25,10,403,74,1903.16,1
382,2024-02-29,273,5,159,400,90,781.86,2927
383,2023-03-26,734,9,178,400,35,1022.87,22024
384,2024-02-19,508,2,181,403,77,1225.74,3179
385,2025-05-03,295,10,123,402,95,12997.13,14
386,2023-10-18,313,21,175,402,9,302.14,1
387,2025-12-24,171,4,171,400,61,855.3,2052
388,2022-02-24,439,2,20,401,22,2353.87,5609
389,2022-03-23,696,16,122,402,75,32820.15,1
390,2025-02-24,2,7,5,400,73,1839.65,10740
391,2022-03-04,697,25,43,400,97,3338.44,1
392,2022-06-22,151,16,189,400,43,24138.07,1
393,2025-03-24,464,8,170,402,63,2977.54,14216
394,2024-09-01,260,6,182,403,43,2621.05,14933
395,2023-11-01,913,9,133,401,94,1048.07,21235
396,2024-09-16,656,4,37,403,46,2141.28,4700
397,2025-06-30,510,5,111,402,47,1933.82,5986
398,2022-08-06,212,11,164,402,14,32857.48,11
399,2024-04-25,989,5,135,400,23,2218.6,3840
400,2025-09-12,272,22,101,403,76,732.8,1
401,2022-02-23,428,22,11,402,75,385.59,1
402,2022-07-26,533,14,146,400,45,11319.95,12
403,2024-08-12,296,1,38,401,60,1498.07,4807
404,2023-11-19,698,3,42,403,39,1722.83,4721
405,2025-09-02,499,3,56,401,37,628.07,2167
406,2022-03-08,846,6,111,402,46,1874.41,10083
407,2024-10-20,677,16,90,400,37,22543.0,1
408,2022-07-10,805,21,183,402,35,772.21,1
409,2022-09-09,147,25,21,400,38,3012.18,1
410,2022-03-14,225,3,164,402,50,1047.71,4779
411,2023-03-25,433,6,153,401,40,2764.67,14948
412,2025-03-04,178,8,175,401,99,2569.64,12280
413,2023-10-29,205,4,79,401,11,1597.71,3233
414,2022-09-07,305,9,112,403,13,2000.83,16159
415,2024-05-12,142,8,183,400,46,1908.39,21225
416,2025-04-08,480,9,119,401,4,1725.11,16721
417,2022-06-05,935,9,158,403,39,994.54,12303
418,2023-12-27,806,5,140,403,73,1271.6,4543
419,2025-03-12,899,4,2,403,60,826.68,4744
420,2022-11-19,827,19,22,402,8,40175.94,1
421,2025-03-20,277,16,25,403,38,25004.5,1
422,2023-09-15,580,8,190,403,75,2701.49,11989
423,2025-03-30,691,6,37,402,72,2343.46,18458
424,2025-12-05,759,25,173,403,82,2282.4,1
425,2024-09-17,873,3,2,401,63,1894.46,5836
426,2023-04-19,639,10,155,402,16,9812.84,7
427,2025-11-25,533,2,130,400,57,786.49,2100
428,2024-04-20,401,1,48,401,31,1139.86,3981
429,2022-07-20,862,18,175,403,57,39650.59,1
430,2025-05-06,880,10,6,401,24,19673.55,15
431,2025-03-03,146,17,190,401,90,20123.26,1
432,2025-01-20,560,4,26,402,76,1122.07,4734
433,2024-05-15,505,8,28,400,60,1660.62,21430
434,2023-05-05,427,17,118,400,16,15839.12,1
435,2022-06-26,578,8,169,401,80,874.98,20656
436,2022-07-26,456,3,186,400,59,2333.03,3916
437,2023-08-30,284,2,129,401,27,1243.95,5505
438,2024-10-13,358,23,45,401,84,507.83,1
439,2024-03-18,156,8,36,402,36,1810.86,24068
440,2023-10-03,804,18,18,402,83,42704.31,1
441,2025-09-13,496,9,148,402,91,2132.85,12955
442,2022-03-01,950,8,151,402,75,1084.73,15309
443,2022-05-26,357,9,188,401,21,948.65,10483
444,2025-05-22,238,1,122,403,42,1498.98,4782
445,2024-06-13,779,2,45,402,94,789.78,5607
446,2025-02-09,914,9,157,403,33,2829.23,11014
447,2022-01-23,118,1,156,402,81,1394.75,3533
448,2023-12-12,861,2,116,401,49,1178.09,4861
449,2022-01-10,137,25,126,401,57,2185.01,1
450,2022-09-19,696,2,136,402,25,1935.88,3777
451,2022-05-11,89,6,36,400,1,1247.79,23271
452,2024-08-09,369,16,175,400,94,25221.34,1
453,2025-07-18,981,23,54,402,74,314.08,1
454,2023-08-31,848,8,144,403,18,1584.27,24741
455,2025-03-24,821,4,19,403,73,1725.85,5579
456,2025-02-01,81,5,128,401,30,1136.81,2483
457,2024-10-07,53,12,65,400,50,8608.65,9
458,2022-10-28,721,7,137,401,74,2929.85,11225
459,2024-07-23,248,22,15,400,70,439.53,1
460,2024-02-03,715,23,68,402,84,762.16,1
461,2023-08-25,31,4,196,400,8,1069.59,3370
462,2025-10-01,143,3,16,401,31,2263.51,4717
463,2024-06-10,506,5,196,401,5,2227.78,4879
464,2022-02-24,355,27,157,402,11,3593.52,1
465,2022-09-20,909,7,27,402,5,1395.12,10683
466,2023-12-31,509,8,59,403,3,1749.33,14971
467,2025-10-19,954,2,98,400,88,1561.53,5523
468,2024-07-04,701,14,197,400,49,21018.68,11
469,2025-02-16,713,4,113,400,16,1589.18,2473
470,2023-05-23,919,12,112,401,8,17498.31,10
471,2022-01-07,244,5,192,402,97,618.09,3691
472,2022-12-11,910,16,4,402,93,44728.16,1
473,2022-06-21,256,16,113,402,24,16699.64,1
474,2024-02-14,290,3,63,402,38,1684.35,5647
475,2022-05-20,133,13,20,402,10,25754.74,15
476,2023-06-13,257,21,189,400,46,496.96,1
477,2025-01-16,920,21,78,401,47,466.13,1
478,2024-02-27,799,7,82,400,90,1959.06,14383
479,2022-11-17,555,6,181,403,80,1562.6,16731
480,2025-01-29,498,2,134,401,30,2241.69,5446
481,2024-08-20,313,11,10,402,31,11314.2,7
482,2023-02-08,716,9,128,402,5,2896.7,10348
483,2022-10-10,277,4,22,403,8,1140.74,5953
484,2025-03-09,286,23,98,400,50,497.21,1
485,2024-09-27,455,2,111,400,69,1282.79,4703
486,2025-11-15,54,10,7,400,78,22621.83,10
487,2023-11-24,773,22,152,401,28,686.15,1
488,2022-09-15,776,5,187,400,95,1381.34,3751
489,2024-09-05,771,1,185,403,87,1595.93,5901
490,2022-03-04,295,23,185,402,73,454.3,1
491,2024-07-30,788,7,191,400,31,2912.67,17656
492,2023-02-21,136,22,71,401,11,679.75,1
493,2023-09-27,256,18,102,402,5,25125.97,1
494,2023-05-04,631,3,168,401,99,1786.61,5204
495,2025-03-21,623,3,68,403,23,1623.19,3314
496,2025-01-12,455,9,92,400,62,819.52,10606
497,2022-03-05,654,17,149,401,11,27258.33,1
498,2024-12-17,284,22,113,401,24,771.98,1
499,2025-09-12,265,18,127,400,17,22786.22,1
500,2022-09-14,233,11,13,403,30,31523.46,15
501,2025-02-20,118,11,149,402,41,26479.92,12
502,2023-12-10,43,7,67,401,33,933.79,21707
503,2022-06-19,17,12,154,400,31,22591.92,5
504,2025-07-30,359,5,20,402,31,1398.86,4093
505,2024-11-19,209,3,107,403,10,2092.45,4789
506,2024-05-15,658,8,156,401,47,1114.77,15350
507,2023-04-21,344,26,76,402,80,3147.4,1
508,2022-10-18,32,1,152,403,4,1123.57,2614
509,2024-09-15,109,12,149,401,92,21791.5,13
510,2023-04-21,353,23,9,400,85,698.44,1
511,2025-02-11,744,1,58,401,73,2319.32,5926
512,2023-04-22,516,27,32,401,68,3386.39,1
513,2022-05-24,818,4,113,403,41,1786.56,4131
514,2024-12-13,276,5,85,401,32,1127.52,2999
515,2025-06-24,819,18,81,403,96,21926.72,1
516,2023-07-03,996,2,105,400,47,1401.01,5922
517,2022-11-19,82,6,124,401,78,2812.2,20704
518,2023-11-19,236,9,33,401,69,1305.48,23563
519,2023-12-09,251,19,171,401,18,35223.15,1
520,2025-07-24,621,3,21,400,53,1214.83,2483
521,2022-07-31,432,7,198,403,26,2067.23,20365
522,2025-09-16,922,4,108,401,34,627.92,2494
523,2023-10-27,784,9,9,401,56,2434.28,12070
524,2023-07-20,25,10,100,401,55,11574.2,13
525,2022-07-19,363,5,31,401,44,1034.58,3201
526,2024-11-16,919,18,158,401,14,32744.34,1
527,2024-07-11,740,3,105,402,81,2309.85,5730
